entity1,entity2,relation
分裂情感性障碍,奥氮平片,相关药品
肺蛔虫病,阿苯达唑片,相关药品
肺蛔虫病,阿苯达唑颗粒,相关药品
肺蛔虫病,阿苯达唑胶囊,相关药品
肺蛔虫病,盐酸左旋咪唑片,相关药品
肺风粉刺,头孢氨苄胶囊,相关药品
肺风粉刺,甘草锌颗粒,相关药品
肺风粉刺,凉血解毒颗粒,相关药品
肺风粉刺,甲硝唑乳膏,相关药品
肺风粉刺,过氧苯甲酰凝胶,相关药品
肺风粉刺,克林霉素磷酸酯凝胶,相关药品
肺风粉刺,红霉素软膏,相关药品
肺风粉刺,夫西地酸乳膏,相关药品
肺风粉刺,排毒清脂片,相关药品
肺风粉刺,增抗宁片,相关药品
肺风粉刺,金花消痤丸,相关药品
肺风粉刺,维胺酯维,相关药品
反分化软骨肉瘤,复方环磷酰胺片,相关药品
反分化软骨肉瘤,甲氨蝶呤片,相关药品
反分化软骨肉瘤,转移因子注射液,相关药品
反分化软骨肉瘤,顺铂注射液,相关药品
分裂情感性障碍,舒必利片,相关药品
分裂情感性障碍,氯氮平片,相关药品
分裂情感性障碍,卡马西平片,相关药品
分裂情感性障碍,碳酸锂片,相关药品
肺蛔虫病,甲苯咪唑片,相关药品
肺蛔虫病,盐酸左旋咪唑丸,相关药品
肺蛔虫病,乌梅丸,相关药品
肺风粉刺,硫软膏,相关药品
肺风粉刺,姜黄消痤搽剂,相关药品
肺风粉刺,盐酸米诺环素胶囊,相关药品
肺风粉刺,解毒凉血合剂,相关药品
肺风粉刺,玫芦消痤膏,相关药品
肺风粉刺,葡萄糖酸氯己定软膏,相关药品
肺组织细胞增生症,头孢氨苄胶囊,相关药品
肺组织细胞增生症,盐酸左氧氟沙星胶囊,相关药品
肺组织细胞增生症,阿莫西林颗粒,相关药品
肺组织细胞增生症,氨苄西林胶囊,相关药品
肺组织细胞增生症,蛇胆川贝液,相关药品
肺组织细胞增生症,依托红霉素片,相关药品
肺组织细胞增生症,头孢克洛颗粒,相关药品
肺组织细胞增生症,头孢丙烯分散片,相关药品
肺组织细胞增生症,通宣理肺丸,相关药品
肺组织细胞增生症,头孢拉定分散片,相关药品
肺组织细胞增生症,头孢拉定胶囊,相关药品
肺组织细胞增生症,乳酸左氧氟沙星片,相关药品
非甲状腺性的病态综合征,甲巯咪唑片,相关药品
非甲状腺性的病态综合征,甲泼尼龙片,相关药品
非甲状腺性的病态综合征,醋酸可的松注射液,相关药品
非甲状腺性的病态综合征,醋酸可的松片,相关药品
蜂窝肺综合征,乳酸左氧氟沙星片,相关药品
蜂窝肺综合征,阿奇霉素片,相关药品
蜂窝肺综合征,阿奇霉素分散片,相关药品
蜂窝肺综合征,阿奇霉素胶囊,相关药品
蜂窝肺综合征,诺氟沙星胶囊,相关药品
肺痿,乳酸左氧氟沙星片,相关药品
肺痿,阿奇霉素片,相关药品
肺痿,阿奇霉素分散片,相关药品
肺痿,阿奇霉素胶囊,相关药品
肺痿,诺氟沙星胶囊,相关药品
副肿瘤性斜视性眼肌阵挛-肌阵挛,注射用,相关药品
妇科综合,丹鳖胶囊,相关药品
妇科综合,断血流滴丸,相关药品
妇科综合,宫瘤宁胶囊,相关药品
妇科综合,阿魏化痞膏,相关药品
妇科综合,红金消结片,相关药品
妇科综合,宫瘤清片,相关药品
妇科综合,小金胶囊,相关药品
妇科综合,平消胶囊,相关药品
妇科综合,桂枝茯苓胶囊,相关药品
妇科综合,宫瘤消胶囊,相关药品
妇科综合,复方醋酸棉酚片,相关药品
妇科综合,平消片,相关药品
妇科综合,产后逐瘀片,相关药品
肺组织细胞增生症,蛤蚧定喘丸,相关药品
肺组织细胞增生症,头孢克肟颗粒,相关药品
肺组织细胞增生症,乙酰螺旋霉素片,相关药品
肺组织细胞增生症,注射用头孢唑林钠,相关药品
肺组织细胞增生症,头孢克肟分散片,相关药品
肺组织细胞增生症,氟康唑胶囊,相关药品
肺组织细胞增生症,麦迪霉素片,相关药品
肺组织细胞增生症,司帕沙星分散片,相关药品
非IgA系膜增生性肾炎,蒺藜药酒,相关药品
妇科综合,断血流片,相关药品
妇科综合,红金消结胶囊,相关药品
妇科综合,注射用醋酸曲普瑞林,相关药品
妇科综合,双橘颗粒,相关药品
腹部肿块,尿嘧啶替加氟片,相关药品
腹部肿块,注射用盐酸吉西他滨,相关药品
腹部肿块,注射用丝裂霉素,相关药品
腹部肿块,肿节风注射液,相关药品
腹部肿块,注射用核糖核酸Ⅱ,相关药品
腹部肿块,替加氟注射液,相关药品
腹部肿块,亚砷酸氯化钠注射液,相关药品
腹部肿块,氟尿嘧啶口服乳,相关药品
妇女雄激素源性秃发,生尔发糖浆,相关药品
妇女雄激素源性秃发,复方人参间苯二酚搽剂,相关药品
妇女雄激素源性秃发,固肾生发丸,相关药品
妇女雄激素源性秃发,滋补生发片,相关药品
妇女雄激素源性秃发,米诺地尔搽剂,相关药品
妇女雄激素源性秃发,除脂生发片,相关药品
妇女雄激素源性秃发,复方斯亚旦生发酊,相关药品
辐射性白内障,苄达赖氨酸滴眼液,相关药品
辐射性白内障,调元大补二十五味汤散,相关药品
辐射性白内障,妥布霉素眼膏,相关药品
辐射性白内障,法可林滴眼液,相关药品
辐射性白内障,杞菊地黄丸,相关药品
辐射性白内障,消朦胶囊,相关药品
肺嗜酸细胞组织细胞增生症,头孢氨苄胶囊,相关药品
肺嗜酸细胞组织细胞增生症,盐酸左氧氟沙星胶囊,相关药品
肺嗜酸细胞组织细胞增生症,阿莫西林颗粒,相关药品
肺嗜酸细胞组织细胞增生症,氨苄西林胶囊,相关药品
肺嗜酸细胞组织细胞增生症,蛇胆川贝液,相关药品
肺嗜酸细胞组织细胞增生症,依托红霉素片,相关药品
腹部肿块,注射用氟尿嘧啶,相关药品
腹部肿块,尿嘧啶替加氟胶囊,相关药品
腹部肿块,氟尿嘧啶氯化钠注射液,相关药品
妇女雄激素源性秃发,醋酸环丙孕酮片,相关药品
辐射性白内障,吡诺克辛滴眼液,相关药品
辐射性白内障,氨碘肽滴眼液,相关药品
辐射性白内障,冰珍去翳滴眼液,相关药品
辐射性白内障,复明胶囊,相关药品
辐射性白内障,复方硫酸新霉素滴眼液,相关药品
辐射性白内障,石斛夜光丸,相关药品
辐射性白内障,吡诺克辛钠滴眼液,相关药品
辐射性白内障,拨云散眼药,相关药品
辐射性白内障,牛磺酸滴眼液,相关药品
辐射性白内障,双氯芬酸钠滴眼液,相关药品
辐射性白内障,麝珠明目滴眼液,相关药品
肺炎链球菌败血症,盐酸左氧氟沙星胶囊,相关药品
肺炎链球菌败血症,氨苄西林胶囊,相关药品
肺炎链球菌败血症,安宫牛黄丸,相关药品
肺炎链球菌败血症,乳酸左氧氟沙星片,相关药品
肺炎链球菌败血症,注射用头孢唑林钠,相关药品
肺炎链球菌败血症,阿莫西林分散片,相关药品
肺炎链球菌败血症,头孢羟氨苄颗粒,相关药品
肺炎链球菌败血症,阿莫西林克拉维酸钾,相关药品
肺炎链球菌败血症,左氧氟沙星片,相关药品
副神经损伤与卡压,甲钴胺分散片,相关药品
肺嗜酸细胞组织细胞增生症,头孢克洛颗粒,相关药品
肺嗜酸细胞组织细胞增生症,头孢丙烯分散片,相关药品
肺嗜酸细胞组织细胞增生症,通宣理肺丸,相关药品
肺嗜酸细胞组织细胞增生症,头孢拉定分散片,相关药品
肺嗜酸细胞组织细胞增生症,头孢拉定胶囊,相关药品
肺嗜酸细胞组织细胞增生症,乳酸左氧氟沙星片,相关药品
肺嗜酸细胞组织细胞增生症,蛤蚧定喘丸,相关药品
肺嗜酸细胞组织细胞增生症,头孢克肟颗粒,相关药品
肺嗜酸细胞组织细胞增生症,乙酰螺旋霉素片,相关药品
肺嗜酸细胞组织细胞增生症,注射用头孢唑林钠,相关药品
肺嗜酸细胞组织细胞增生症,头孢克肟分散片,相关药品
肺嗜酸细胞组织细胞增生症,氟康唑胶囊,相关药品
肺嗜酸细胞组织细胞增生症,麦迪霉素片,相关药品
肺嗜酸细胞组织细胞增生症,司帕沙星分散片,相关药品
肺芽生菌病,氟康唑胶囊,相关药品
肺芽生菌病,氟康唑片,相关药品
肺芽生菌病,伊曲康唑胶囊,相关药品
肺芽生菌病,伊曲康唑分散片,相关药品
肺芽生菌病,两性霉素,相关药品
肺血管炎,醋酸泼尼松片,相关药品
肺血管炎,马栗种子提取物片,相关药品
肺炎链球菌败血症,氧氟沙星片,相关药品
肺炎链球菌败血症,盐酸克林霉素棕榈酸酯分散片,相关药品
肺炎链球菌败血症,乳酸左氧氟沙星分散片,相关药品
肺炎链球菌败血症,替硝唑胶囊,相关药品
肺炎链球菌败血症,盐酸米诺环素胶囊,相关药品
副银屑病,丙酸氯倍他索乳膏,相关药品
副银屑病,他卡西醇软膏,相关药品
副银屑病,注射用重组人Ⅱ型肿瘤坏死因子受体,相关药品
副银屑病,银屑颗粒,相关药品
副银屑病,卡泊三醇软膏,相关药品
副银屑病,哈西奈德溶液,相关药品
副银屑病,曲安奈德新霉素贴膏,相关药品
副银屑病,环孢素软胶囊,相关药品
副银屑病,复方地蒽酚软膏,相关药品
副银屑病,复方氟米松软膏,相关药品
副银屑病,复方倍氯米松樟脑乳膏,相关药品
副银屑病,哈西奈德乳膏,相关药品
副银屑病,软皂,相关药品
副银屑病,氟轻松维,相关药品
肺芽生菌病,盐酸伊曲康唑胶囊,相关药品
肺血管炎,益脉康软胶囊,相关药品
肺血管炎,曲安西龙片,相关药品
复发性多发性软骨炎伴发的葡萄膜炎,环孢素软胶囊,相关药品
复发性多发性软骨炎伴发的葡萄膜炎,复方硫酸新霉素滴眼液,相关药品
复发性多发性软骨炎伴发的葡萄膜炎,地塞米松磷酸钠滴眼液,相关药品
复发性多发性软骨炎伴发的葡萄膜炎,双氯芬酸钠滴眼液,相关药品
复发性多发性软骨炎伴发的葡萄膜炎,眼氨肽注射液,相关药品
复发性卵巢恶性肿瘤,氟尿嘧啶注射液,相关药品
复发性卵巢恶性肿瘤,醋酸甲地孕酮分散片,相关药品
复发性卵巢恶性肿瘤,苯丁酸氮芥片,相关药品
复发性卵巢恶性肿瘤,消癌平片,相关药品
复发性卵巢恶性肿瘤,复方斑蝥胶囊,相关药品
复发性卵巢恶性肿瘤,复方环磷酰胺片,相关药品
复发性卵巢恶性肿瘤,六甲蜜胺胶囊,相关药品
复发性卵巢恶性肿瘤,甲氨蝶呤片,相关药品
复发性卵巢恶性肿瘤,依托泊苷软胶囊,相关药品
复发性卵巢恶性肿瘤,注射用甲氨蝶呤,相关药品
副银屑病,银屑灵,相关药品
副银屑病,维,相关药品
副银屑病,醋酸氟轻松乳膏,相关药品
副银屑病,擦癣药水,相关药品
副银屑病,冰黄肤乐软膏,相关药品
复发性溃疡,复方猴头颗粒,相关药品
复发性溃疡,奥美拉唑肠溶胶囊,相关药品
复发性溃疡,枸橼酸铋雷尼替丁胶囊,相关药品
复发性溃疡,元胡止痛胶囊,相关药品
复发性溃疡,安胃胶囊,相关药品
复发性溃疡,泮托拉唑钠肠溶胶囊,相关药品
复发性溃疡,胃灵颗粒,相关药品
复发性溃疡,猴头菌提取物颗粒,相关药品
复发性溃疡,法莫替丁胶囊,相关药品
复发性溃疡,胃膜素胶囊,相关药品
复发性溃疡,盐酸雷尼替丁胶囊,相关药品
复发性溃疡,香砂六君丸,相关药品
复发性卵巢恶性肿瘤,注射用香菇多糖,相关药品
复发性外阴阴道念珠菌病,克霉唑阴道片,相关药品
复发性外阴阴道念珠菌病,硝酸咪康唑乳膏,相关药品
复发性外阴阴道念珠菌病,苦参栓,相关药品
复发性外阴阴道念珠菌病,氟康唑胶囊,相关药品
复发性外阴阴道念珠菌病,氟康唑片,相关药品
复发性外阴阴道念珠菌病,复方曲安奈德乳膏,相关药品
复发性外阴阴道念珠菌病,硝呋太尔阴道片,相关药品
复发性外阴阴道念珠菌病,硝酸布康唑阴道乳膏,相关药品
复发性外阴阴道念珠菌病,聚维酮碘乳膏,相关药品
复发性外阴阴道念珠菌病,硝酸咪康唑栓,相关药品
复发性外阴阴道念珠菌病,伊曲康唑胶囊,相关药品
复发性溃疡,香砂养胃丸,相关药品
复发性溃疡,奥美拉唑镁肠溶片,相关药品
复发性溃疡,替普瑞酮胶囊,相关药品
复发性溃疡,复方尿囊素片,相关药品
复发性溃疡,胃康胶囊,相关药品
复发性皮肤坏死性嗜酸粒细胞血管炎,醋酸泼尼松片,相关药品
复发性皮肤坏死性嗜酸粒细胞血管炎,马栗种子提取物片,相关药品
复发性皮肤坏死性嗜酸粒细胞血管炎,益脉康软胶囊,相关药品
复发性皮肤坏死性嗜酸粒细胞血管炎,曲安西龙片,相关药品
风湿性心脏病,依托红霉素片,相关药品
风湿性心脏病,依托红霉素颗粒,相关药品
风湿性心脏病,滋心阴胶囊,相关药品
风湿性心脏病,琥乙红霉素颗粒,相关药品
风湿性心脏病,琥乙红霉素片,相关药品
复张性肺水肿,呋塞米片,相关药品
复张性肺水肿,氨茶碱片,相关药品
复张性肺水肿,螺内酯片,相关药品
复发性外阴阴道念珠菌病,环吡酮胺乳膏,相关药品
复发性外阴阴道念珠菌病,复方莪术油栓,相关药品
复张性肺水肿,依卡倍特钠颗粒,相关药品
复张性肺水肿,茶新那敏片,相关药品
复张性肺水肿,氨茶碱缓释片,相关药品
肺络张,盐酸左氧氟沙星胶囊,相关药品
肺络张,头孢克肟颗粒,相关药品
风寒感冒,复方感冒灵颗粒,相关药品
风寒感冒,维,相关药品
风寒感冒,阿司匹林肠溶胶囊,相关药品
复发性疱疹,阿昔洛韦缓释片,相关药品
复发性疱疹,利巴韦林片,相关药品
复发性疱疹,盐酸吗啉胍片,相关药品
复发性疱疹,化毒丹,相关药品
复发性疱疹,青鹏膏剂,相关药品
复发性疱疹,阿昔洛韦乳膏,相关药品
复发性疱疹,连翘败毒片,相关药品
复发性疱疹,利巴韦林含片,相关药品
复发性疱疹,阿昔洛韦凝胶,相关药品
肺胀,乳酸左氧氟沙星片,相关药品
肺胀,阿奇霉素片,相关药品
肺胀,阿奇霉素分散片,相关药品
肺胀,阿奇霉素胶囊,相关药品
肺胀,诺氟沙星胶囊,相关药品
肺络张,头孢克肟分散片,相关药品
肺络张,司帕沙星分散片,相关药品
肺络张,司帕沙星片,相关药品
肺络张,头孢克肟胶囊,相关药品
肺络张,阿莫西林克拉维酸钾,相关药品
肺络张,盐酸克林霉素棕榈酸酯分散片,相关药品
肺络张,盐酸洛美沙星片,相关药品
肺络张,盐酸氨溴索缓释胶囊,相关药品
肺络张,盐酸米诺环素胶囊,相关药品
肺络张,三七血伤宁散,相关药品
肺络张,头孢克肟干混悬剂,相关药品
肺络张,愈酚溴新口服溶液,相关药品
风寒感冒,阿司匹林片,相关药品
风寒感冒,牛磺酸颗粒,相关药品
风寒感冒,阿司匹林肠溶片,相关药品
复发性疱疹,阿昔洛韦胶囊,相关药品
