entity1,entity2,relation
朗格汉斯组织细胞增多症,细胞组织化学染色,相关检查
痢疾后综合症,腹部CT,相关检查
类鼻疽杆菌肺炎,胸部透视,相关检查
睑外翻,结膜的检查,相关检查
睑外翻,视力,相关检查
朗格汉斯组织细胞增多症,胸部透视,相关检查
睑外翻,眼球及眼眶检查法,相关检查
中毒性眩晕,颈椎CT检查,相关检查
中毒性眩晕,颅脑CT检查,相关检查
中毒性眩晕,视力,相关检查
中毒性眩晕,心电图,相关检查
中毒性眩晕,眼球运动检查,相关检查
中毒性眩晕,血常规,相关检查
中毒性眩晕,颈动脉彩超,相关检查
中毒性眩晕,电测听,相关检查
粘连性中耳炎,耳镜检查法,相关检查
中毒性眩晕,前庭功能检查,相关检查
真菌性角膜炎,药敏试验,相关检查
真菌性角膜炎,血常规,相关检查
粘连性中耳炎,听力检查,相关检查
周边葡萄膜炎,眼底检查,相关检查
真菌性角膜炎,浆细胞,相关检查
中毒性弱视,视力,相关检查
中毒性弱视,立体视觉,相关检查
组织胞浆菌病,补体结合试验,相关检查
中毒性弱视,屈光检查,相关检查
真菌性角膜炎,真菌检查,相关检查
周边葡萄膜炎,眼底荧光血管造影,相关检查
中心性浆液性脉络膜视网膜病变,眼底荧光血管造影,相关检查
中间型链球菌感染,耳、鼻、咽拭子细菌培养,相关检查
组织胞浆菌病,肺部检查,相关检查
中心性浆液性脉络膜视网膜病变,眼底微血管检查,相关检查
中间型链球菌感染,白细胞分类计数,相关检查
组织胞浆菌病,涂片,相关检查
中心性浆液性脉络膜视网膜病变,视力,相关检查
中毒性弱视,眼底检查,相关检查
中间型链球菌感染,抗溶血性链球菌“O”试验,相关检查
着色芽生菌病和暗色丝孢霉病,皮损,相关检查
谵妄综合征,神经系统检查,相关检查
着色芽生菌病和暗色丝孢霉病,皮肤真菌镜检,相关检查
着色芽生菌病和暗色丝孢霉病,皮疹,相关检查
着色真菌病,直接涂片检查,相关检查
着色真菌病,皮疹,相关检查
中心性浆液性脉络膜视网膜病变,瞳孔检查,相关检查
谵妄综合征,脑电图检查,相关检查
中耳气压伤,耳镜检查法,相关检查
中毒性眩晕,颅脑超声检查,相关检查
良性阵发性腹膜炎综合征,腹部外形触诊,相关检查
鳞状毛囊角化病,细胞组织化学染色,相关检查
着色真菌病,真菌组织病理学,相关检查
着色真菌病,肺部检查,相关检查
鳞状毛囊角化病,涂片,相关检查
中耳气压伤,耳部检查,相关检查
鳞状毛囊角化病,皮肤涂片显微镜检查,相关检查
鳞状毛囊角化病,真菌组织病理学,相关检查
心内膜垫缺损,心电图,相关检查
职业黑变病,皮肤颜色,相关检查
先天性小耳畸形,耳廓检查,相关检查
心内膜垫缺损,多普勒超声心动图,相关检查
脂溢性皮炎,"维生素B2（VitB2,VB2）",相关检查
志贺菌病,十二指肠钡餐造影,相关检查
小儿麻疹,尿常规,相关检查
小儿麻疹,麻疹病毒抗体,相关检查
小儿麻疹,皮肤病的物理检查,相关检查
小儿麻疹,淋巴细胞比值(LY%),相关检查
自由生活阿米巴感染,涂片,相关检查
志贺菌病,白细胞分类计数,相关检查
小儿麻疹,体温测量,相关检查
自由生活阿米巴感染,血常规,相关检查
志贺菌病,纤维结肠镜检查,相关检查
自由生活阿米巴感染,血凝试验,相关检查
真菌过敏症,真菌组织病理学,相关检查
烧伤感染,体温测量,相关检查
真菌过敏症,气道过敏试验,相关检查
真菌过敏症,过敏原筛选,相关检查
烧伤,血清白蛋白（ALB,相关检查
志贺菌病,甲基红试验,相关检查
小儿麻疹,皮肤涂片显微镜检查,相关检查
烧伤,脉搏,相关检查
烧伤,细菌感染免疫检测,相关检查
梭状芽胞杆菌伤口感染,涂片,相关检查
梭状芽胞杆菌伤口感染,CT检查,相关检查
烧伤感染,脉搏,相关检查
烧伤休克,血液生化六项检查,相关检查
色素绒毛结节性滑膜炎,骨关节及软组织CT检查,相关检查
烧伤休克,氧分压,相关检查
梭状芽胞杆菌伤口感染,核磁共振成像(MRI),相关检查
少年性椎体骨软骨病,骨关节及软组织CT检查,相关检查
色素绒毛结节性滑膜炎,四肢的骨和关节平片,相关检查
色素绒毛结节性滑膜炎,骨与关节MRI检查,相关检查
烧伤休克,织网红细胞计数,相关检查
梭状芽胞杆菌伤口感染,厌氧菌检测,相关检查
烧伤感染,细菌感染免疫检测,相关检查
少年性椎体骨软骨病,四肢的骨和关节平片,相关检查
梭状芽胞杆菌伤口感染,脓汁和创伤感染标本细菌学检查,相关检查
烧伤感染,尿常规,相关检查
志贺菌病,便常规,相关检查
烧伤感染,血常规,相关检查
少年性椎体骨软骨病,骨与关节MRI检查,相关检查
神经卡压综合征,CT检查,相关检查
阑尾寄生虫病,寄生虫检查的定量透明法,相关检查
阑尾寄生虫病,便常规,相关检查
阑尾寄生虫病,肠镜,相关检查
烧伤感染,尿血红蛋白（uHB）,相关检查
淋菌性肛门直肠炎,便常规,相关检查
阑尾寄生虫病,虫卵计数法,相关检查
烧伤感染,真菌感染的实验室检查,相关检查
神经卡压综合征,神经系统检查,相关检查
淋菌性肛门直肠炎,粪细菌培养,相关检查
伸指肌腱损伤,CT检查,相关检查
神经卡压综合征,核磁共振成像(MRI),相关检查
烧伤感染,尿血红蛋白定性,相关检查
伸指肌腱损伤,核磁共振成像(MRI),相关检查
脂溢性皮炎,皮损,相关检查
志贺菌病,乙状结肠镜检查,相关检查
脂溢性皮炎,皮疹,相关检查
阑尾寄生虫病,寄生虫检查的浓聚法,相关检查
十字韧带损伤,抽屉试验,相关检查
脂溢性皮炎,皮肤真菌镜检,相关检查
跖疣,皮肤涂片显微镜检查,相关检查
脂溢性皮炎,皮肤病的物理检查,相关检查
跖疣,皮肤颜色,相关检查
跖疣,皮疹,相关检查
职业黑变病,皮肤病的物理检查,相关检查
腺样体炎,CT检查,相关检查
神经卡压综合征,X线碘油造影,相关检查
神经卡压综合征,肌电图,相关检查
脂溢性皮炎,维生素B2,相关检查
伸指肌腱损伤,X线碘油造影,相关检查
心内膜垫缺损,二维超声心动图,相关检查
先天性小耳畸形,外耳检查,相关检查
先天性小耳畸形,耳鼻咽喉CT检查,相关检查
腺样体炎,头面部触诊,相关检查
先天性小耳畸形,耳的一般检查法,相关检查
福克斯-阜太斯病,皮肤涂片显微镜检查,相关检查
福克斯-阜太斯病,涂片,相关检查
福克斯-阜太斯病,真菌组织病理学,相关检查
福克斯-阜太斯病,血涂片,相关检查
类癌,肠镜,相关检查
类癌,内镜检查,相关检查
发疱性甲虫皮炎,真菌感染的实验室检查,相关检查
类癌,积液癌胚抗原,相关检查
肺结核,胸部平片,相关检查
肺结核,血清免疫球蛋白D（IgD）,相关检查
肺结核,痰液中晶体,相关检查
类癌,直肠镜检查,相关检查
风疹,涂片,相关检查
类癌,胃液胃组织癌胚抗原,相关检查
肺结核,酶联免疫吸附试验,相关检查
风疹,心电图,相关检查
蜂螫伤,皮疹,相关检查
风疹,补体结合试验,相关检查
胫后神经损伤,肌电图,相关检查
风疹,血常规,相关检查
肺结核,肺量计检测,相关检查
肺结核,胸腔积液临床化学检查,相关检查
肺吸虫病,皮内试验,相关检查
肺吸虫病,痰液病原体检查,相关检查
经行舌麻,维生素B1,相关检查
胫后神经损伤,跖反射,相关检查
肺吸虫病,并殖吸虫后尾蚴膜反应,相关检查
肺吸虫病,肺活检,相关检查
风疹,异形淋巴细胞,相关检查
风疹,TORCH检查,相关检查
颈椎椎体楔形压缩骨折,CT检查,相关检查
肺吸虫病,肺吸虫皮内试验,相关检查
胫骨应力骨折,钼靶X线检查,相关检查
肺吸虫病,酶联免疫吸附试验,相关检查
肺地丝菌病,胸部透视,相关检查
肺地丝菌病,血液生化六项检查,相关检查
经行泄水,阴道镜检查,相关检查
经行泄水,阴道分泌物检查,相关检查
肺地丝菌病,痰液细菌培养,相关检查
原发性混合型冷球蛋白血症性血管炎,溶血试验,相关检查
原发性甲状腺恶性淋巴瘤,细胞免疫检查,相关检查
原发性甲状腺恶性淋巴瘤,骨髓象分析,相关检查
原发性高脂蛋白血症与黄瘤增生病,血液生化六项检查,相关检查
原发性混合型冷球蛋白血症性血管炎,缓冲液,相关检查
原发性高脂蛋白血症与黄瘤增生病,葡萄糖耐量试验,相关检查
原发性混合型冷球蛋白血症性血管炎,血清冷球蛋白（CG）,相关检查
原发性甲状腺恶性淋巴瘤,含甲状腺球蛋白免疫复合物（TG-IC）,相关检查
原发性混合型冷球蛋白血症性血管炎,血清冷球蛋白,相关检查
原发性高脂蛋白血症与黄瘤增生病,尿肌酐（Ucr）,相关检查
原发性甲状腺恶性淋巴瘤,胸部平片,相关检查
原发性甲状腺恶性淋巴瘤,腹部CT,相关检查
原发性混合型冷球蛋白血症性血管炎,类风湿因子,相关检查
原发性甲状腺恶性淋巴瘤,造影检查,相关检查
原发性甲状腺恶性淋巴瘤,脾脏超声检查,相关检查
原发性高脂蛋白血症与黄瘤增生病,载脂蛋白B（ApoB）,相关检查
原发性混合型冷球蛋白血症性血管炎,尿常规,相关检查
原发性混合型冷球蛋白血症性血管炎,心电图,相关检查
肺地丝菌病,痰液病原体检查,相关检查
原发性混合型冷球蛋白血症性血管炎,血常规,相关检查
原发性高脂蛋白血症与黄瘤增生病,血管造影,相关检查
肺地丝菌病,涂片,相关检查
反社会人格障碍(病态人格),颅脑超声检查,相关检查
肺地丝菌病,血液电解质检查,相关检查
反社会人格障碍(病态人格),颅脑CT检查,相关检查
反社会人格障碍(病态人格),神经系统检查,相关检查
原发性甲状腺恶性淋巴瘤,肝脏超声检查,相关检查
反社会人格障碍(病态人格),颅脑MRI检查,相关检查
反社会人格障碍(病态人格),血常规,相关检查
肺泡-毛细血管阻滞综合征,胸部透视,相关检查
肺结核,液气胸征,相关检查
肺泡-毛细血管阻滞综合征,肺部检查,相关检查
肺结核,胸腔积液微生物学检查,相关检查
肺结核,结核杆菌检查,相关检查
原发性混合型冷球蛋白血症性血管炎,免疫学检测,相关检查
类癌,涂片,相关检查
类癌,CT检查,相关检查
类癌,癌症普查,相关检查
肺泡-毛细血管阻滞综合征,痰液常规检查,相关检查
类癌,癌抗原50（CA50）,相关检查
磷中毒,血液检查,相关检查
淋巴炎,体温测量,相关检查
磷中毒,视力,相关检查
肺结核,胸腔积液一般性状检查,相关检查
氯喹中毒,色觉,相关检查
肺泡-毛细血管阻滞综合征,肺通气显像,相关检查
轮状病毒所致胃肠炎,粪细菌培养,相关检查
轮状病毒所致胃肠炎,便常规,相关检查
磷中毒,粪中结晶,相关检查
类癌,肿瘤VIP受体显像,相关检查
氯喹中毒,便常规,相关检查
氯丙嗪类中毒,涂片,相关检查
氯喹中毒,心电图,相关检查
磷中毒,胆碱酯酶,相关检查
氯喹中毒,视力,相关检查
氯喹中毒,大生化检查,相关检查
先天性耳前瘘管,心电图,相关检查
消化道溃疡,内镜检查,相关检查
消化道溃疡,五肽胃泌素胃液分析,相关检查
消化道溃疡,粪特里布累,相关检查
原发性高血压,肾功能检查,相关检查
消化道溃疡,粪便隐血试验(OBT),相关检查
原发性高血压,肾素活性,相关检查
消化道溃疡,上消化道X线钡餐,相关检查
虚喘,心肺功能运动试验（CPET）,相关检查
性交晕厥,尿常规,相关检查
虚寒泄泻,便常规,相关检查
原发性高血压,内皮素,相关检查
原发性高血压,寒冷性升压试验,相关检查
性交晕厥,血常规,相关检查
蟹睛,瞳孔检查,相关检查
蟹睛,瞳孔外观,相关检查
小儿维生素B2缺乏病,尿肌酸,相关检查
小儿维生素B2缺乏病,红细胞谷胱甘肽还原酶,相关检查
蟹睛,虹膜检查法,相关检查
小儿热疮,便常规,相关检查
小儿热疮,皮损,相关检查
小儿热疮,尿常规,相关检查
战壕热,补体结合试验,相关检查
小儿热疮,血常规,相关检查
小儿热疮,体温测量,相关检查
战壕热,血凝试验,相关检查
小儿维生素B2缺乏病,维生素B6,相关检查
小儿头疖,便常规,相关检查
小儿维生素B2缺乏病,血常规,相关检查
小儿维生素B2缺乏病,维生素B2,相关检查
椎动脉创伤性栓塞,血液检查,相关检查
小儿维生素B2缺乏病,维生素B6（VitB6）,相关检查
椎动脉创伤性栓塞,血液生化六项检查,相关检查
小儿头疖,尿常规,相关检查
真菌性角膜溃疡,裂隙灯,相关检查
椎动脉创伤性栓塞,血常规,相关检查
真菌性角膜溃疡,血常规,相关检查
直肠炎,细菌学检验,相关检查
中枢神经系统淋巴瘤,CT检查,相关检查
中枢神经系统淋巴瘤,位置觉,相关检查
直肠炎,乙状结肠镜检查,相关检查
中枢神经系统淋巴瘤,运动觉,相关检查
直肠炎,血小板计数（PLT）,相关检查
直肠炎,红细胞计数(RBC),相关检查
中枢神经系统淋巴瘤,头颅平片,相关检查
中枢神经系统淋巴瘤,心电图,相关检查
中枢神经系统淋巴瘤,血常规,相关检查
中枢神经系统淋巴瘤,核磁共振成像(MRI),相关检查
直肠炎,便常规,相关检查
直肠炎,直肠指检,相关检查
真菌性食管炎,胃镜,相关检查
直肠炎,粪便吞噬细胞,相关检查
真菌性食管炎,食管钡餐透视,相关检查
直肠炎,电子肠镜,相关检查
中枢神经系统淋巴瘤,脑脊液细胞学检查,相关检查
真菌性食管炎,血常规,相关检查
直肠炎,直肠镜检查,相关检查
真菌性食管炎,纤维胃镜,相关检查
椎动脉创伤性栓塞,颈椎CT检查,相关检查
真菌性食管炎,食管造影,相关检查
真菌性食管炎,真菌培养检查,相关检查
小儿头疖,血常规,相关检查
直肠炎,粪便红细胞,相关检查
真菌性食管炎,免疫电泳,相关检查
真菌性食管炎,酶联合吸附测定,相关检查
虚寒泄泻,血常规,相关检查
椎动脉创伤性栓塞,血管造影,相关检查
虚喘,胸部平片,相关检查
真菌性角膜溃疡,真菌检查,相关检查
虚寒泄泻,尿常规,相关检查
虚喘,肺和胸膜听诊,相关检查
小儿头疖,脓汁和创伤感染标本细菌学检查,相关检查
真菌性角膜溃疡,角膜病灶刮片,相关检查
血清抗精子抗体阳性之不孕症,抗精子抗体,相关检查
血清抗精子抗体阳性之不孕症,子宫输卵管造影,相关检查
血清抗精子抗体阳性之不孕症,不孕的血型检查,相关检查
虚喘,肺和胸膜叩诊,相关检查
血清抗精子抗体阳性之不孕症,抗子宫内膜抗体（EMAb）,相关检查
蟹睛,眼科检查,相关检查
原发性高血压,眼底检查,相关检查
原发性高血压,尿常规,相关检查
原发性高血压,心电图,相关检查
血清抗精子抗体阳性之不孕症,抗卵子透明带抗体（AZP）,相关检查
先天性耳前瘘管,尿常规,相关检查
蟹睛,角膜检查,相关检查
先天性耳前瘘管,血常规,相关检查
血清抗精子抗体阳性之不孕症,精子制动试验,相关检查
原发性高血压,血管紧张素Ⅰ,相关检查
原发性高血压,血心钠肽（ANP）,相关检查
原发性高血压,血清载脂蛋白E测定,相关检查
先天性耳前瘘管,耳部检查,相关检查
先天性耳前瘘管,耳的一般检查法,相关检查
枢椎齿状突骨折,四肢的骨和关节平片,相关检查
肝脏血管瘤,肝脏疾病超声诊断,相关检查
肝脏血管瘤,腹部平片,相关检查
肝脏血管瘤,腹部CT,相关检查
感应性妄想性障碍,神经系统检查,相关检查
视网膜静脉周围炎,血液检查,相关检查
松毛虫性骨关节病,CT检查,相关检查
视网膜静脉周围炎,血管造影,相关检查
视网膜静脉周围炎,眼底荧光血管造影,相关检查
视网膜动脉阻塞,视力,相关检查
肝脏血管瘤,腹部血管超声检查,相关检查
视网膜动脉阻塞,视野检查,相关检查
肝脏血管瘤,血清补体C9含量,相关检查
雷诺综合征,皮损,相关检查
视网膜病变,造影检查,相关检查
雷诺综合征,皮肤颜色,相关检查
视网膜病变,视网膜检影法,相关检查
柞蚕蛹脑病,脑脊液压力,相关检查
雷诺综合征,类风湿因子,相关检查
神经纤维瘤,腹部皮肤检查,相关检查
上颌窦癌,口腔内窥镜,相关检查
雷诺综合征,抗着丝点抗体,相关检查
雷诺综合征,抗Scl-70抗体,相关检查
视网膜动脉阻塞,血管造影,相关检查
雷诺综合征,抗RNP抗体,相关检查
雷诺综合征,屈拇握拳试验,相关检查
雷诺综合征,血清补体C6含量,相关检查
老年痴呆,神经系统检查,相关检查
视网膜动脉阻塞,造影检查,相关检查
肝脏血管瘤,肝搏动,相关检查
老年痴呆,颅脑MRI检查,相关检查
老年痴呆,尿维生素B1,相关检查
副球孢子菌病,胸部透视,相关检查
老年痴呆,脑功能成像,相关检查
副球孢子菌病,尿常规,相关检查
老年痴呆,脑电图检查,相关检查
副球孢子菌病,血常规,相关检查
副球孢子菌病,直接涂片检查,相关检查
副球孢子菌病,血清学反应,相关检查
老年痴呆,血清载脂蛋白E测定,相关检查
肥大性龈炎,口腔X光片检查,相关检查
老年痴呆,全血细胞计数,相关检查
肥大性龈炎,血液检查,相关检查
副球孢子菌病,真菌培养检查,相关检查
类风湿性关节炎肾损害,白细胞介素1（IL-1）,相关检查
氟骨症,尿氟（F）,相关检查
氟骨症,尿氟,相关检查
氟骨症,维生素,相关检查
氟骨症,肾功能检查,相关检查
氟骨症,四肢的骨和关节平片,相关检查
放线菌病,细胞组织化学染色,相关检查
肥大性龈炎,浆细胞,相关检查
肥大性龈炎,口腔内窥镜,相关检查
氟骨症,血清钙,相关检查
放线菌病,血常规,相关检查
放线菌病,涂片,相关检查
类风湿性关节炎肾损害,四肢的骨和关节平片,相关检查
类风湿性关节炎肾损害,类风湿因子,相关检查
放线菌病,免疫病理检查,相关检查
类风湿性关节炎肾损害,肾功能检查,相关检查
类风湿性关节炎肾损害,肾病类尿常规,相关检查
氟牙症,口腔X光片检查,相关检查
肺静脉异位引流,核磁共振成像(MRI),相关检查
肺静脉异位引流,心电图,相关检查
肺静脉异位引流,造影检查,相关检查
类风湿性关节炎肾损害,血清补体C3,相关检查
肺静脉异位引流,胸部疾病体征检查,相关检查
松毛虫性骨关节病,X线碘油造影,相关检查
老年痴呆,脑多普勒超声（TCD）,相关检查
松毛虫性骨关节病,核磁共振成像(MRI),相关检查
上颌窦癌,耳鼻咽喉CT检查,相关检查
氟牙症,血浆氟化物,相关检查
松毛虫性骨关节病,脓汁和创伤感染标本细菌学检查,相关检查
神经纤维瘤,细胞组织化学染色,相关检查
老年痴呆,"尿维生素B1（VitB1,VB1）",相关检查
松毛虫性骨关节病,白细胞计数（WBC）,相关检查
锁骨骨折,四肢的骨和关节平片,相关检查
柞蚕蛹脑病,血清学反应,相关检查
柞蚕蛹脑病,颅脑CT检查,相关检查
柞蚕蛹脑病,脑电图检查,相关检查
柞蚕蛹脑病,CT检查,相关检查
老年痴呆,反应时,相关检查
神经性关节病,骨与关节MRI检查,相关检查
神经性关节病,神经系统检查,相关检查
柞蚕蛹脑病,白细胞分类计数,相关检查
神经纤维瘤,迷走神经检查,相关检查
神经性关节病,四肢的骨和关节平片,相关检查
神经性关节病,骨关节及软组织CT检查,相关检查
肺静脉异位引流,多普勒超声心动图,相关检查
感染性疾病所致贫血,心电图,相关检查
肝紫癜病,涂片,相关检查
肝紫癜病,细胞组织化学染色,相关检查
神经纤维瘤,面神经检查,相关检查
感染性疾病所致贫血,涂片,相关检查
感染性疾病所致贫血,血清铁蛋白,相关检查
肝紫癜病,免疫病理检查,相关检查
蛰伏脂瘤,皮损,相关检查
蛰伏脂瘤,细胞组织化学染色,相关检查
蛰伏脂瘤,涂片,相关检查
蛰伏脂瘤,免疫病理检查,相关检查
肝紫癜病,腹腔镜,相关检查
感染性疾病所致贫血,有核红细胞,相关检查
肝紫癜病,肝脏超声检查,相关检查
蜂窝织炎,细胞组织化学染色,相关检查
蜂窝织炎,涂片,相关检查
痱子,皮损,相关检查
蜂窝织炎,免疫病理检查,相关检查
痉病,颅脑CT检查,相关检查
痉病,脑电图检查,相关检查
复发性髌骨脱位,颅脑CT检查,相关检查
腹腔妊娠,腹部CT,相关检查
腹腔妊娠,腹部MRI检查,相关检查
腹腔妊娠,X线碘油造影,相关检查
腹腔妊娠,腹腔镜,相关检查
颈型颈椎病,CT检查,相关检查
颈型颈椎病,核磁共振成像(MRI),相关检查
久疟,尿常规,相关检查
久疟,血常规,相关检查
腹腔妊娠,缩宫素激惹试验,相关检查
腹腔妊娠,腹部静脉检查,相关检查
颈神经背支卡压症,肱二头肌反射,相关检查
腹腔妊娠,腹部透视,相关检查
结膜炎,泪液电解质,相关检查
结节性液化性脂膜炎,便常规,相关检查
腱病,钼靶X线检查,相关检查
脊柱脊髓伤,颈椎CT检查,相关检查
脊柱脊髓伤,脊柱MRI检查,相关检查
结节性液化性脂膜炎,尿常规,相关检查
原发性腹膜癌,细胞组织化学染色,相关检查
原发性腹膜癌,透明质酸,相关检查
颈神经背支卡压症,乳突,相关检查
结节性液化性脂膜炎,胰腺疾病超声诊断,相关检查
原发性腹膜癌,CT检查,相关检查
原发性腹膜癌,腹腔镜,相关检查
结节性液化性脂膜炎,粪便脂肪,相关检查
原发性单克隆球蛋白病肾损害,便常规,相关检查
结膜炎,普鲁卡因过敏试验,相关检查
原发性单克隆免疫球蛋白病,血液生化六项检查,相关检查
原发性腹膜癌,腹腔穿刺,相关检查
原发性腹膜癌,腹水检查,相关检查
原发性单克隆球蛋白病肾损害,脊柱MRI检查,相关检查
原发性单克隆免疫球蛋白病,浆细胞,相关检查
原发气管支气管肿瘤,胸部平片,相关检查
原发气管支气管肿瘤,造影检查,相关检查
原发气管支气管肿瘤,核磁共振成像(MRI),相关检查
淤滞性紫癜,便常规,相关检查
原发免疫性疾病相关的淋巴增殖性疾病,血液生化六项检查,相关检查
原发免疫性疾病相关的淋巴增殖性疾病,浆细胞,相关检查
原发免疫性疾病相关的淋巴增殖性疾病,骨髓象分析,相关检查
原发性腹膜癌,透明质酸酶,相关检查
原发免疫性疾病相关的淋巴增殖性疾病,便常规,相关检查
淤滞性紫癜,血小板计数（PLT）,相关检查
原发免疫性疾病相关的淋巴增殖性疾病,细胞免疫检查,相关检查
原发免疫性疾病相关的淋巴增殖性疾病,骨髓各系细胞形态学检查,相关检查
原发免疫性疾病相关的淋巴增殖性疾病,尿常规,相关检查
原发免疫性疾病相关的淋巴增殖性疾病,核酸的分子杂交,相关检查
原发免疫性疾病相关的淋巴增殖性疾病,心电图,相关检查
原发气管支气管肿瘤,便常规,相关检查
原发气管支气管肿瘤,CT检查,相关检查
淤滞性紫癜,尿常规,相关检查
原发气管支气管肿瘤,尿常规,相关检查
原发性单克隆免疫球蛋白病,尿本周蛋白（BJP）,相关检查
原发气管支气管肿瘤,纤维支气管镜检查,相关检查
淤滞性紫癜,束臂试验,相关检查
原发气管支气管肿瘤,肿瘤标志物检测,相关检查
原发免疫性疾病相关的淋巴增殖性疾病,血常规,相关检查
原发性肠系膜肿瘤,便常规,相关检查
原发气管支气管肿瘤,经支气管镜肺活检,相关检查
原发气管支气管肿瘤,肺功能检查,相关检查
原发性肠系膜肿瘤,腹部平片,相关检查
原发性单克隆免疫球蛋白病,骨髓象分析,相关检查
原发性肠系膜肿瘤,尿常规,相关检查
原发性肠系膜肿瘤,腹部CT,相关检查
原发性肠系膜肿瘤,胃肠道疾病的超声检查,相关检查
原发性单克隆免疫球蛋白病,心电图,相关检查
原发性肠系膜肿瘤,血常规,相关检查
原发性单克隆免疫球蛋白病,涂片,相关检查
原发性单克隆免疫球蛋白病,血常规,相关检查
原发性单克隆免疫球蛋白病,便常规,相关检查
原发性肠系膜肿瘤,腹部MRI检查,相关检查
