entity1,entity2,relation
血管球瘤,结节,相关症状
血管球瘤,剧烈疼痛,相关症状
鲜红斑痣,血管畸形,相关症状
鲜红斑痣,红斑结节,相关症状
血栓性浅静脉炎,骨内损害,相关症状
血栓性浅静脉炎,充血,相关症状
血栓性浅静脉炎,结节,相关症状
血栓性浅静脉炎,局部静脉硬索状,相关症状
血栓性浅静脉炎,静脉栓塞,相关症状
血栓性浅静脉炎,皮肤色素加深,相关症状
血栓性浅静脉炎,呈红色条索，游走的浅静脉,相关症状
新生儿持续性肺动脉高压,休克,相关症状
新生儿持续性肺动脉高压,右室肥厚,相关症状
新生儿持续性肺动脉高压,血压下降,相关症状
新生儿持续性肺动脉高压,窒息,相关症状
新生儿持续性肺动脉高压,收缩期杂音,相关症状
小脑幕脑膜瘤,小脑体征,相关症状
心包切开术后综合征,乏力,相关症状
新生儿臂丛神经麻痹,瞳孔异常,相关症状
新生儿臂丛神经麻痹,上肢周围性瘫痪,相关症状
新生儿臂丛神经麻痹,上肢半屈状,相关症状
新生儿臂丛神经麻痹,上肢外展上举困难,相关症状
新生儿臂丛神经麻痹,拥抱反射消失,相关症状
新生儿臂丛神经麻痹,上肢呈迟缓性麻痹,相关症状
新生儿臂丛神经麻痹,Moro反应迟钝,相关症状
心包切开术后综合征,心包积液,相关症状
心包切开术后综合征,胸痛,相关症状
心包切开术后综合征,血沉增快,相关症状
心包切开术后综合征,心电图异常,相关症状
心房内传导阻滞,不完全性房内阻滞,相关症状
心包切开术后综合征,术后发热,相关症状
心包切开术后综合征,心包炎,相关症状
心房内传导阻滞,猝死,相关症状
心房内传导阻滞,房室分离,相关症状
心房内传导阻滞,三尖瓣脱垂,相关症状
心房内传导阻滞,胸闷,相关症状
心房内传导阻滞,心慌气短,相关症状
心房内传导阻滞,心跳很乱,相关症状
心房内传导阻滞,气短,相关症状
新生儿低钠血症,休克,相关症状
新生儿低钠血症,血压下降,相关症状
新生儿低钠血症,抗利尿激素(ADH)分泌增多,相关症状
新生儿低钠血症,水潴留,相关症状
新生儿低钠血症,烦躁不安,相关症状
新生儿臂丛神经麻痹,睑裂狭小,相关症状
新生儿低钠血症,脱水,相关症状
新生儿寒冷损伤综合征,硬肿症,相关症状
新生儿寒冷损伤综合征,休克,相关症状
新生儿低钠血症,细胞外液减少,相关症状
新生儿低钠血症,小儿前囟凹陷,相关症状
新生儿低钠血症,嗜睡,相关症状
新生儿寒冷损伤综合征,窒息,相关症状
新生儿低钠血症,四肢发冷,相关症状
新生儿寒冷损伤综合征,新生儿反应低下,相关症状
新生儿寒冷损伤综合征,黄疸,相关症状
新生儿寒冷损伤综合征,败血症,相关症状
新生儿寒冷损伤综合征,心力衰竭,相关症状
新生儿泌尿系统感染,腹泻,相关症状
新生儿寒冷损伤综合征,水肿,相关症状
新生儿泌尿系统感染,惊厥,相关症状
新生儿泌尿系统感染,体重减轻,相关症状
新生儿泌尿系统感染,嗜睡,相关症状
新生儿泌尿系统感染,黄疸,相关症状
新生儿泌尿系统感染,面色苍白,相关症状
新生儿泌尿系统感染,新生儿蛋白尿,相关症状
新生儿泌尿系统感染,泌尿系感染,相关症状
新生儿迁延性胆汁淤积性黄疸,无胆汁粪便,相关症状
新生儿迁延性胆汁淤积性黄疸,嗜睡,相关症状
新生儿迁延性胆汁淤积性黄疸,肝功能异常,相关症状
新生儿迁延性胆汁淤积性黄疸,白细胞增多,相关症状
新生儿迁延性胆汁淤积性黄疸,婴儿喂养困难,相关症状
新生儿迁延性胆汁淤积性黄疸,黄疸,相关症状
新生儿迁延性胆汁淤积性黄疸,水肿,相关症状
新生儿迁延性胆汁淤积性黄疸,丘疹,相关症状
新生儿迁延性胆汁淤积性黄疸,食欲不振,相关症状
小儿眼-耳-脊椎综合征,耳骨外翻,相关症状
小儿眼-耳-脊椎综合征,眼裂歪斜,相关症状
小儿眼-耳-脊椎综合征,巨口,相关症状
新生儿迁延性胆汁淤积性黄疸,胎儿生长发育迟缓,相关症状
小儿眼-耳-脊椎综合征,兔唇,相关症状
小儿眼-耳-脊椎综合征,角膜瘘,相关症状
小儿眼-耳-脊椎综合征,胸椎侧弯,相关症状
小儿药物变态反应,剥脱性皮炎,相关症状
小儿眼-耳-脊椎综合征,牙齿拥挤错位排列不齐,相关症状
小儿药物变态反应,休克,相关症状
小儿眼-耳-脊椎综合征,眼睑畸形,相关症状
小儿眼-耳-脊椎综合征,面部畸形,相关症状
小儿药物变态反应,结节,相关症状
小儿药物变态反应,水肿,相关症状
小儿药物性肾损害,尿酸结晶,相关症状
小儿药物性肾损害,肾损害,相关症状
小儿药物变态反应,药物过敏反应,相关症状
小儿药物性肾损害,低蛋白血症,相关症状
中毒性眩晕,醉酒,相关症状
真菌性角膜炎,真菌感染,相关症状
小儿药物性肾损害,尿崩,相关症状
真菌性角膜炎,角膜灼伤刮伤,相关症状
周边葡萄膜炎,单侧眼底出现肉芽肿性改变,相关症状
真菌性角膜炎,细菌感染,相关症状
真菌性角膜炎,眼结膜水肿及角膜溃疡,相关症状
真菌性角膜炎,睑结膜充血露出黄色脓块,相关症状
周边葡萄膜炎,睫状充血,相关症状
周边葡萄膜炎,眼痛,相关症状
周边葡萄膜炎,视乳头水肿,相关症状
真菌性角膜炎,角膜溃疡,相关症状
粘连性中耳炎,听力下降,相关症状
中耳气压伤,气压伤,相关症状
中耳气压伤,鼓膜充血,相关症状
粘连性中耳炎,听力减退,相关症状
小儿药物变态反应,斑丘疹,相关症状
粘连性中耳炎,耳鸣,相关症状
中耳气压伤,头晕,相关症状
小儿眼-耳-脊椎综合征,上睑下垂,相关症状
中耳气压伤,耳廓耳道撕裂伤,相关症状
中耳气压伤,耳闷,相关症状
中耳气压伤,耳痛,相关症状
中耳气压伤,耳鸣,相关症状
中耳气压伤,耳廓痛,相关症状
中耳气压伤,耳廓擦伤,相关症状
小儿药物变态反应,发烧,相关症状
中毒性眩晕,药物中毒,相关症状
中毒性眩晕,头晕,相关症状
中毒性眩晕,耳鸣,相关症状
中毒性眩晕,恶心,相关症状
小儿药物性肾损害,肾功能衰竭,相关症状
中毒性眩晕,耳聋,相关症状
中毒性眩晕,视觉识别障碍性眩晕,相关症状
中耳气压伤,耳鼓膜破裂,相关症状
小儿药物性肾损害,血尿,相关症状
小儿药物性肾损害,蛋白尿,相关症状
小儿药物性肾损害,肾病综合征,相关症状
小儿一氧化碳中毒,面色潮红,相关症状
小儿药物性肾损害,白细胞尿,相关症状
小儿一氧化碳中毒,心悸,相关症状
小儿药物性肾损害,水肿,相关症状
小儿一氧化碳中毒,四肢发冷,相关症状
小儿一氧化碳中毒,眼花,相关症状
小儿一氧化碳中毒,恶心,相关症状
小儿一氧化碳中毒,瞳孔异常,相关症状
小儿一氧化碳中毒,头昏,相关症状
小儿一氧化碳中毒,眩晕,相关症状
小儿一氧化碳中毒,昏迷,相关症状
小儿遗传性大疱性表皮松解症,永久性秃发,相关症状
小儿一氧化碳中毒,颜面充血呈樱桃红色,相关症状
小儿遗传性大疱性表皮松解症,结痂,相关症状
小儿遗传性大疱性表皮松解症,心律失常,相关症状
小儿遗传性大疱性表皮松解症,脱皮,相关症状
小儿遗传性大疱性表皮松解症,肌肉萎缩,相关症状
小儿遗传性大疱性表皮松解症,内出血,相关症状
小儿遗传性大疱性表皮松解症,甲营养不良,相关症状
小儿遗传性大疱性表皮松解症,血疱,相关症状
小儿遗传性大疱性表皮松解症,疱疹,相关症状
小儿遗传性椭圆形红细胞增多症,溶血,相关症状
小儿遗传性椭圆形红细胞增多症,胆红素升高,相关症状
小儿遗传性椭圆形红细胞增多症,红细胞增多,相关症状
小儿遗传性大疱性表皮松解症,丘疹,相关症状
小儿遗传性椭圆形红细胞增多症,红细胞寿命缩短,相关症状
小儿营养不良性消瘦,烦躁不安,相关症状
小儿隐睾症,胃肠道症状,相关症状
小儿隐睾症,腹痛,相关症状
小儿营养不良性消瘦,黏液便,相关症状
小儿隐睾症,胀痛,相关症状
小儿隐睾症,无睾丸,相关症状
小儿营养不良性消瘦,夜惊,相关症状
小儿营养不良性消瘦,食欲下降,相关症状
小儿营养不良性消瘦,腹泻,相关症状
小儿营养不良性消瘦,肌肉发育不良,相关症状
小儿营养不良性消瘦,无力,相关症状
小儿营养不良性消瘦,面色苍白,相关症状
小儿营养不良性消瘦,消瘦,相关症状
烧伤休克,创伤,相关症状
烧伤休克,烧伤后脉搏增速,相关症状
烧伤休克,烧伤创面甜腥气味的粘稠分泌物,相关症状
烧伤休克,烧伤创面浅咖啡色稀薄分泌物,相关症状
烧伤休克,烧伤创面淡黄色粘稠分泌物,相关症状
神经卡压综合征,营养障碍,相关症状
烧伤休克,烧伤后恶心与呕吐,相关症状
小儿营养不良性消瘦,血压偏低,相关症状
神经卡压综合征,瘫痪,相关症状
烧伤感染,鼻翼扇动,相关症状
烧伤感染,烧伤创面粪臭味分泌物,相关症状
烧伤感染,烧伤创面暗灰或黑色的坏死斑,相关症状
烧伤休克,烧伤后尿量减少,相关症状
烧伤感染,烧伤创面甜腥气味的粘稠分泌物,相关症状
烧伤感染,烧伤后脉搏增速,相关症状
十字韧带损伤,韧带扭伤,相关症状
组织胞浆菌病,脾肿大,相关症状
组织胞浆菌病,肺部感染,相关症状
组织胞浆菌病,低热,相关症状
十字韧带损伤,手指扭伤,相关症状
组织胞浆菌病,白细胞减少,相关症状
十字韧带损伤,剧烈疼痛,相关症状
痉病,阵挛-强直型,相关症状
十字韧带损伤,腕关节内积血及活动受限,相关症状
跖疣,角质化,相关症状
职业黑变病,手背部皮肤发红肿胀,相关症状
职业黑变病,色素异常,相关症状
职业黑变病,畏光,相关症状
职业黑变病,双足红肿热痛,相关症状
职业黑变病,结膜充血,相关症状
职业黑变病,发炎,相关症状
职业黑变病,眼睑脓肿,相关症状
颈椎椎体楔形压缩骨折,脊神经根受损,相关症状
颈椎椎体楔形压缩骨折,被迫体位,相关症状
跖疣,足部肿胀压痛,相关症状
着色芽生菌病和暗色丝孢霉病,瘙痒,相关症状
着色芽生菌病和暗色丝孢霉病,胸部大片斑块,相关症状
颈椎椎体楔形压缩骨折,腰椎椎管狭窄,相关症状
跖疣,角质增厚,相关症状
着色芽生菌病和暗色丝孢霉病,丘疹,相关症状
谵妄综合征,躁狂,相关症状
谵妄综合征,意识障碍,相关症状
谵妄综合征,痴呆,相关症状
谵妄综合征,谵妄,相关症状
谵妄综合征,血管性痴呆,相关症状
谵妄综合征,智能减退,相关症状
谵妄综合征,药物中毒,相关症状
谵妄综合征,药物依赖,相关症状
谵妄综合征,认知功能障碍,相关症状
谵妄综合征,摸空症,相关症状
着色真菌病,脓性分泌物,相关症状
着色真菌病,脑脓肿,相关症状
着色真菌病,囊肿,相关症状
着色真菌病,皮下囊肿,相关症状
中间型链球菌感染,脓肿,相关症状
着色真菌病,免疫功能障碍,相关症状
中间型链球菌感染,微炎症状态,相关症状
着色真菌病,丘疹,相关症状
中间型链球菌感染,感染性发热,相关症状
组织胞浆菌病,高热,相关症状
组织胞浆菌病,淋巴结肿大,相关症状
组织胞浆菌病,盗汗,相关症状
组织胞浆菌病,发绀,相关症状
组织胞浆菌病,干咳,相关症状
痉病,角弓反张,相关症状
组织胞浆菌病,钙化灶,相关症状
痉病,牙关紧闭,相关症状
痉病,抽搐,相关症状
经行泄水,经期肿胀,相关症状
经行泄水,经期浮肿,相关症状
胫骨应力骨折,骨膜炎,相关症状
胫骨应力骨折,骨痛,相关症状
经行舌麻,舌咽神经痛或其他内脏病引起的晕厥,相关症状
经行泄水,月经量多,相关症状
经行舌麻,维生素缺乏,相关症状
经行舌麻,恶性贫血,相关症状
胫后神经损伤,足不能跖屈和内翻,相关症状
色素绒毛结节性滑膜炎,肌肉萎缩,相关症状
色素绒毛结节性滑膜炎,关节肿胀,相关症状
色素绒毛结节性滑膜炎,关节液渗出,相关症状
色素绒毛结节性滑膜炎,关节囊损伤,相关症状
色素绒毛结节性滑膜炎,关节囊松弛,相关症状
烧伤,烧伤后口渴,相关症状
烧伤,酸烧伤,相关症状
烧伤,烧伤创面浅咖啡色稀薄分泌物,相关症状
烧伤,烧伤创面暗灰或黑色的坏死斑,相关症状
烧伤,烧伤后脉搏增速,相关症状
烧伤,烧伤创面甜腥气味的粘稠分泌物,相关症状
烧伤,烧伤创面淡黄色粘稠分泌物,相关症状
神经卡压综合征,囊肿,相关症状
烧伤,剧痛,相关症状
神经卡压综合征,麻痹,相关症状
神经卡压综合征,类风湿关节炎,相关症状
神经卡压综合征,肩痛,相关症状
神经卡压综合征,肌肉萎缩,相关症状
神经卡压综合征,关节疼痛,相关症状
神经卡压综合征,感觉障碍,相关症状
伸指肌腱损伤,指节垫,相关症状
伸指肌腱损伤,指间关节不能屈曲,相关症状
伸指肌腱损伤,手指歪斜,相关症状
伸指肌腱损伤,肌肉砸伤,相关症状
伸指肌腱损伤,肌肉挫伤,相关症状
伸指肌腱损伤,肌腱粘连,相关症状
伸指肌腱损伤,肌腱断裂,相关症状
少年性椎体骨软骨病,驼背,相关症状
少年性椎体骨软骨病,肩胛骨突出,相关症状
梭状芽胞杆菌伤口感染,坏疽,相关症状
梭状芽胞杆菌伤口感染,组织液渗出,相关症状
梭状芽胞杆菌伤口感染,紫斑,相关症状
梭状芽胞杆菌伤口感染,伤口感染,相关症状
梭状芽胞杆菌伤口感染,蜂窝组织炎,相关症状
少年性椎体骨软骨病,胸廓狭窄而扁,相关症状
烧伤感染,手掌疤痕畸形,相关症状
烧伤,烧伤后恶心与呕吐,相关症状
烧伤,烧伤后尿量减少,相关症状
烧伤感染,磷烧伤合并中毒,相关症状
伸指肌腱损伤,肌腱端炎,相关症状
烧伤感染,烧伤创面淡黄色粘稠分泌物,相关症状
经行舌麻,舌痛,相关症状
胫后神经损伤,仰趾外翻,相关症状
烧伤感染,烧伤后尿量减少,相关症状
烧伤感染,烧伤后恶心与呕吐,相关症状
伸指肌腱损伤,肌肉完全断裂,相关症状
烧伤休克,昏迷,相关症状
烧伤休克,角膜烧伤,相关症状
烧伤休克,呼吸困难,相关症状
脂溢性皮炎,婴儿头皮有黄色结痂,相关症状
脂溢性皮炎,鼻唇沟发红皲裂,相关症状
脂溢性皮炎,胸部瘙痒,相关症状
脂溢性皮炎,鳞屑,相关症状
脂溢性皮炎,皮质激素依赖,相关症状
脂溢性皮炎,干性脂溢,相关症状
脂溢性皮炎,鼻翼两侧脱皮,相关症状
脂溢性皮炎,红斑鳞屑,相关症状
脂溢性皮炎,脓疱,相关症状
脂溢性皮炎,瘙痒,相关症状
老年眩晕,眩晕,相关症状
老年眩晕,旋转性眩晕,相关症状
老年眩晕,老年性眩晕,相关症状
淋菌性肛门直肠炎,发烧,相关症状
淋菌性肛门直肠炎,腹痛,相关症状
淋菌性肛门直肠炎,腹泻,相关症状
淋菌性肛门直肠炎,里急后重,相关症状
淋菌性肛门直肠炎,胀坠感,相关症状
淋菌性肛门直肠炎,脓性分泌物,相关症状
阑尾寄生虫病,脓肿,相关症状
阑尾寄生虫病,水肿,相关症状
磷中毒,谵妄,相关症状
磷中毒,血压下降,相关症状
磷中毒,恶心,相关症状
磷中毒,昏迷,相关症状
磷中毒,中枢神经抑制药诱发昏迷,相关症状
磷中毒,胃肠道症状,相关症状
磷中毒,头晕,相关症状
磷中毒,呼吸困难,相关症状
轮状病毒所致胃肠炎,腹泻,相关症状
轮状病毒所致胃肠炎,低热,相关症状
轮状病毒所致胃肠炎,稀便,相关症状
轮状病毒所致胃肠炎,恶心,相关症状
磷中毒,神志模糊,相关症状
轮状病毒所致胃肠炎,腹痛,相关症状
类癌,里急后重,相关症状
类癌,肝肿大,相关症状
类癌,低血压,相关症状
类癌,体重减轻,相关症状
类癌,肠鸣,相关症状
类癌,腹泻,相关症状
类癌,全身消瘦型,相关症状
类癌,恶心,相关症状
磷中毒,腹痛,相关症状
类癌,腹痛,相关症状
氯丙嗪类中毒,嗜睡,相关症状
类癌,类似荨麻疹的皮肤潮红斑块,相关症状
氯丙嗪类中毒,牙关紧闭,相关症状
氯丙嗪类中毒,恶心,相关症状
氯丙嗪类中毒,四肢发冷,相关症状
氯丙嗪类中毒,腹痛,相关症状
氯丙嗪类中毒,呼吸困难,相关症状
氯丙嗪类中毒,流涎,相关症状
氯丙嗪类中毒,表情淡漠,相关症状
氯丙嗪类中毒,吞咽困难,相关症状
氯丙嗪类中毒,头晕,相关症状
氯喹中毒,视力障碍,相关症状
氯喹中毒,耳鸣,相关症状
氯喹中毒,耳聋,相关症状
氯喹中毒,嗜睡,相关症状
氯喹中毒,恶心,相关症状
氯喹中毒,头晕,相关症状
氯喹中毒,无力,相关症状
阑尾寄生虫病,下腹痛,相关症状
氯喹中毒,血压下降,相关症状
氯喹中毒,皮肤瘙痒,相关症状
氯喹中毒,吞咽困难,相关症状
阑尾寄生虫病,指甲上起小细粒,相关症状
阑尾寄生虫病,右下腹压痛,相关症状
阑尾寄生虫病,继发感染,相关症状
阑尾寄生虫病,脐周阵发性绞痛,相关症状
阑尾寄生虫病,腹痛,相关症状
老年眩晕,紧张性头晕,相关症状
老年眩晕,剧烈眩晕，站立不稳,相关症状
老年眩晕,恶心,相关症状
神经性关节病,关节肿胀,相关症状
神经性关节病,胀痛,相关症状
神经性关节病,关节疼痛,相关症状
老年眩晕,耳前庭功能受损,相关症状
视网膜动脉阻塞,视野缺损,相关症状
视网膜动脉阻塞,视网膜水肿,相关症状
视网膜动脉阻塞,糖尿,相关症状
沙眼,结膜充血,相关症状
沙眼,畏光,相关症状
沙眼,角膜溃疡,相关症状
上隐斜,疲劳,相关症状
上隐斜,眼痛,相关症状
沙眼,中心暗点或弓形暗点,相关症状
上隐斜,恶心,相关症状
沙眼,上睑黄白色小点,相关症状
沙眼,细菌感染,相关症状
沙眼,反复感染,相关症状
沙眼,流泪,相关症状
沙眼,耳前淋巴结肿大,相关症状
久疟,恶心与呕吐,相关症状
颈神经背支卡压症,牵涉痛,相关症状
颈型颈椎病,颈椎增生,相关症状
枢椎齿状突骨折,枕部和颈后疼痛,相关症状
枢椎齿状突骨折,无力,相关症状
枢椎齿状突骨折,神经痛,相关症状
枢椎齿状突骨折,颈部僵硬,相关症状
枢椎齿状突骨折,截瘫,相关症状
颈型颈椎病,颈部僵硬,相关症状
颈型颈椎病,颈部呈僵直状,相关症状
颈型颈椎病,颈部酸痛,相关症状
颈型颈椎病,颈部缺血性跳痛,相关症状
结节性液化性脂膜炎,脂肪泻,相关症状
结节性液化性脂膜炎,皮肤苍白,相关症状
结节性液化性脂膜炎,出冷汗,相关症状
结节性液化性脂膜炎,休克,相关症状
结节性液化性脂膜炎,黄疸,相关症状
结节性液化性脂膜炎,失眠,相关症状
结节性液化性脂膜炎,恶心,相关症状
结节性液化性脂膜炎,腹痛,相关症状
颈椎间盘突出症,手无力不自觉的丢落持物,相关症状
颈椎间盘突出症,颈椎分节异常,相关症状
颈椎间盘突出症,颈肩疲劳和软组织疼痛,相关症状
颈椎间盘突出症,落枕,相关症状
颈椎间盘突出症,颈髓脱髓鞘性病变,相关症状
颈椎间盘突出症,肩痛,相关症状
颈椎间盘突出症,感觉障碍,相关症状
颈椎椎管狭窄症,感觉分离,相关症状
颈椎间盘突出症,颈根部斜方肌及风池穴处有压痛点,相关症状
颈椎椎管狭窄症,骨刺形成,相关症状
颈椎间盘突出症,颈椎间盘突出,相关症状
颈椎椎管狭窄症,掌颏反射,相关症状
颈椎椎管狭窄症,尿急,相关症状
颈椎椎管狭窄症,脊髓受压,相关症状
颈椎椎管狭窄症,肌肉萎缩,相关症状
颈椎椎管狭窄症,尿频,相关症状
颈椎椎管狭窄症,四肢麻木,相关症状
颈椎椎管狭窄症,感觉障碍,相关症状
颈椎椎管狭窄症,便秘,相关症状
脊柱脊髓伤,腹肌紧张,相关症状
脊柱脊髓伤,被动体位,相关症状
脊柱脊髓伤,急性尿潴留,相关症状
脊柱脊髓伤,感觉障碍,相关症状
脊柱脊髓伤,呼吸困难,相关症状
结节性液化性脂膜炎,高热,相关症状
结节性液化性脂膜炎,乏力,相关症状
腱病,腱或腱止点处增粗或钙化,相关症状
上颌窦癌,复视,相关症状
上颌窦癌,鼻衄,相关症状
上颌窦癌,张口困难,相关症状
上颌窦癌,骨质破坏,相关症状
上颌窦癌,软腭运动不对称,相关症状
上颌窦癌,鼻泪管阻塞,相关症状
松毛虫性骨关节病,皮下血肿,相关症状
松毛虫性骨关节病,皮肤搔痒,相关症状
松毛虫性骨关节病,乏力,相关症状
松毛虫性骨关节病,斑丘疹,相关症状
锁骨骨折,气胸,相关症状
结膜炎,睑结膜的巨大乳头,相关症状
结膜炎,眼睑部有明显的刺痒感和烧灼感,相关症状
结膜炎,周期性发作的巩膜充血,相关症状
结膜炎,视力障碍,相关症状
结膜炎,眼内有异物感,相关症状
结膜炎,结膜充血,相关症状
结膜炎,眼睛红肿,相关症状
结膜炎,眼睑松弛,相关症状
结膜炎,畏光及流泪,相关症状
神经纤维瘤,儿茶酚胺分泌过量,相关症状
神经纤维瘤,感觉过敏,相关症状
神经纤维瘤,四肢麻木,相关症状
视网膜病变,视力障碍,相关症状
颈型颈椎病,枕部疼痛,相关症状
视网膜病变,视物变形,相关症状
视网膜病变,点状出血,相关症状
颈型颈椎病,肩膀酸疼,相关症状
锁骨骨折,上肢外展上举困难,相关症状
结膜炎,眼睛上火,相关症状
颈型颈椎病,颈椎退化,相关症状
颈型颈椎病,头颈部活动受限,相关症状
颈型颈椎病,被迫体位,相关症状
久疟,便血,相关症状
久疟,腹泻,相关症状
颈椎骨折伴脱位的损伤,眼-头反射消失,相关症状
颈椎骨折伴脱位的损伤,意识模糊,相关症状
颈椎骨折伴脱位的损伤,呼吸困难,相关症状
沙眼,目痛,相关症状
视网膜动脉阻塞,视网膜动脉阻塞,相关症状
视网膜静脉周围炎,视网膜Roth斑,相关症状
视网膜动脉阻塞,光反射消失,相关症状
视网膜静脉周围炎,视网膜脱离,相关症状
视网膜动脉阻塞,视神经萎缩,相关症状
视网膜动脉阻塞,动脉造影异常,相关症状
视网膜静脉周围炎,视网膜水肿,相关症状
视网膜静脉周围炎,视网膜出血,相关症状
消化道溃疡,失眠,相关症状
小儿特发性尿钙增多症,甲状旁腺功能亢进,相关症状
小儿特发性尿钙增多症,白细胞增多,相关症状
小儿特发性尿钙增多症,尿痛,相关症状
虚喘,面色潮红,相关症状
虚喘,弱脉,相关症状
虚喘,孕妇气喘,相关症状
虚喘,猫喘音,相关症状
虚喘,烦热,相关症状
虚喘,水肿,相关症状
虚喘,恶寒,相关症状
虚喘,运动气喘,相关症状
虚喘,喘息,相关症状
小儿头疖,恶寒,相关症状
小儿头疖,疖肿,相关症状
息积,腹满,相关症状
息积,胁部肿胀,相关症状
息积,脘痞,相关症状
小儿疳痢,毛发干枯,相关症状
小儿疳痢,粪便脓血,相关症状
小儿疳痢,里急后重,相关症状
小儿疳痢,腹痛,相关症状
小儿疳痢,面色灰暗,相关症状
小儿热疮,耳后红斑,相关症状
小儿热疮,疱疹,相关症状
小儿热疮,结痂,相关症状
直肠炎,直肠肛门内胀痛不适,相关症状
直肠炎,粪便脓血,相关症状
直肠炎,腹泻与便秘交替,相关症状
直肠炎,便秘,相关症状
真菌性食管炎,厌食,相关症状
直肠炎,腹泻,相关症状
直肠炎,老年大便失禁,相关症状
小儿维生素B2缺乏病,角膜混浊,相关症状
直肠炎,腹痛,相关症状
小儿维生素B2缺乏病,结痂,相关症状
小儿维生素B2缺乏病,舌炎,相关症状
小儿维生素B2缺乏病,角膜炎,相关症状
小儿维生素B2缺乏病,血痂,相关症状
小儿维生素B2缺乏病,血管增生,相关症状
小儿维生素B2缺乏病,味觉减退,相关症状
蟹睛,流泪,相关症状
蟹睛,视力障碍,相关症状
蟹睛,眼痛,相关症状
蟹睛,瞳孔变形,相关症状
蟹睛,瞳孔异常,相关症状
蟹睛,眼白发红,相关症状
蟹睛,畏光,相关症状
