entity1,entity2,relation
咳嗽伴呼吸困难,呼吸运动检查,相关检查
咳嗽伴呼吸困难,呼气流速,相关检查
口唇苍白,血浆正铁血红蛋白,相关检查
口唇苍白,血清运铁蛋白,相关检查
口唇苍白,全血铁,相关检查
口唇苍白,叶酸,相关检查
口齿含糊,鼻咽部MRI检查,相关检查
咳嗽伴哮鸣音,肺通气显像,相关检查
咳嗽伴哮鸣音,淋巴细胞比值(LY%),相关检查
咳嗽伴哮鸣音,胸部CT检查,相关检查
口唇常无力而不能鼓气,血清补体C4,相关检查
口唇潮红,特殊细菌涂片检查,相关检查
口唇潮红,痰液细菌培养,相关检查
咳嗽伴体重减轻,肺活检,相关检查
抗感染能力下降,动态心电图（Holter监测）,相关检查
酒精性幻觉症,颅脑超声检查,相关检查
酒精性幻觉症,脑电图检查,相关检查
抗精子抗体阳性,精子受精能力测定,相关检查
括约肌功能障碍,腹部平片,相关检查
括约肌功能障碍,腹部透视,相关检查
括约肌功能障碍,腹部MRI检查,相关检查
抗利尿激素(ADH)分泌减少,抗利尿激素,相关检查
抗利尿激素(ADH)分泌减少,水负荷ADH抑制试验,相关检查
抗利尿激素(ADH)分泌减少,尿稀释试验,相关检查
抗利尿激素(ADH)分泌减少,血浆抗利尿激素（ADH）,相关检查
镜子征,脑电图检查,相关检查
颈动脉痛,CT检查,相关检查
久病亏损,脑脊液神经降压肽,相关检查
久病亏损,脑脊液神经肽,相关检查
酒精性胃黏膜损伤,胃蛋白酶,相关检查
酒精性胃黏膜损伤,胃超声检查,相关检查
酒精性胃黏膜损伤,胃液潜血试验,相关检查
酒精性胃黏膜损伤,真菌的分离与鉴定,相关检查
酒精性胃黏膜损伤,纤维胃镜检查,相关检查
颈短,颈部MRI检查,相关检查
颈短,颈动脉彩超,相关检查
抗利尿激素(ADH)分泌增多,抗利尿激素,相关检查
抗利尿激素(ADH)分泌增多,水负荷ADH抑制试验,相关检查
抗利尿激素(ADH)分泌增多,血浆抗利尿激素（ADH）,相关检查
颈内动脉创伤性血栓,脑多普勒超声（TCD）,相关检查
颈内动脉创伤性血栓,颈动脉搏动检查,相关检查
颈内动脉创伤性血栓,血管镜,相关检查
颈内动脉创伤性血栓,颈椎CT检查,相关检查
颈内动脉创伤性血栓,颈部MRI检查,相关检查
颈根部斜方肌及风池穴处有压痛点,CT检查,相关检查
精囊缩小,尿液细菌培养,相关检查
精囊缩小,精液黏稠度,相关检查
颈部强硬,肌电图,相关检查
颈部强硬,血管造影,相关检查
精子稀少,精液检查,相关检查
精子稀少,睾丸活检,相关检查
精子稀少,内生殖器检查,相关检查
精子稀少,精液颜色,相关检查
精子稀少,精子活动力,相关检查
颈后及肩部皮肤发硬,颈静脉压检查,相关检查
颈后及肩部皮肤发硬,颈部活动度检查,相关检查
颈后及肩部皮肤发硬,颈椎CT检查,相关检查
晶状体皱缩,晶状体检查,相关检查
晶状体皱缩,眼科检查,相关检查
经络阻塞,血常规,相关检查
结缔组织性外痔,肛门指检,相关检查
结缔组织性外痔,抗双链脱氧核糖核酸抗体（dsDNA）,相关检查
节律性刻板重复的不自主运动,正电子发射计算机断层扫描(PET),相关检查
近曲小管受累,肾脏CT检查,相关检查
近曲小管受累,肾脏MRI检查,相关检查
近曲小管受累,肾脏超声检查,相关检查
角栓,皮肤涂片显微镜检查,相关检查
结肠血管发育不良,腹腔镜,相关检查
结肠血管发育不良,浆细胞,相关检查
结膜充血,激发试验,相关检查
结膜充血,角膜照影法,相关检查
角形甲弧影,尿常规,相关检查
间歇性跛行,踝肱指数,相关检查
肩胛骨突出,肌电图,相关检查
肩胛骨突出,肩胛骨检查,相关检查
角膜后胚胎环,角膜检查,相关检查
甲状腺肿,总三碘甲状腺原氨酸,相关检查
甲状腺肿,甲状腺131碘吸收率,相关检查
甲状腺肿,总三碘甲状腺原氨酸(TT3),相关检查
甲状腺肿,甲状腺素(T4),相关检查
甲状腺肿,血清总甲状腺素（TT4）,相关检查
急性尿潴留,尿流率测定,相关检查
继发性纤溶功能增强,血常规,相关检查
肌纤维颤搐,肌电图,相关检查
基底节出血,CT检查,相关检查
肌无力危象,肌电图,相关检查
肌无力危象,闭孔内肌征,相关检查
肌无力危象,腾喜龙试验,相关检查
间歇性耳痛,耳鼻咽喉CT检查,相关检查
间歇性耳痛,耳、鼻、咽拭子细菌培养,相关检查
肩膀酸疼,肩关节外展试验,相关检查
甲营养不良,浆膜腔积液,相关检查
甲营养不良,维生素A醇结合蛋白,相关检查
“鸡盲”或“雀盲”,眼球和眼眶的超声检查,相关检查
腮腺无痛性肿块,便常规,相关检查
腮腺无痛性肿块,血常规,相关检查
腮腺无痛性肿块,糖尿病类尿常规,相关检查
“三怕”(水声、光、风)现象,尿常规,相关检查
“三怕”(水声、光、风)现象,脑脊液病原体检查,相关检查
“三怕”(水声、光、风)现象,血常规,相关检查
上肢及面部血管曲张、水肿及青紫,胸部CT检查,相关检查
上肢及面部血管曲张、水肿及青紫,胸部MRI,相关检查
神经性头痛,脑脊液神经降压肽,相关检查
神经性头痛,脑血流图,相关检查
神经性头痛,颅脑CT检查,相关检查
伤口结疤,皮肤真菌镜检,相关检查
栓状齿,X线碘油造影,相关检查
栓状齿,血常规,相关检查
精子凝集,精液检查,相关检查
精子凝集,精子凝集试验,相关检查
SM累积量升高,肝脏触诊,相关检查
SM累积量升高,脾显象,相关检查
SM累积量升高,脾脏触诊,相关检查
SM累积量升高,肝显像,相关检查
SM累积量升高,肝、胆、胰、脾的MRI检查,相关检查
腮腺区肿大,血常规,相关检查
腮腺区肿大,局部淋巴显象,相关检查
腮腺肿大,腮腺炎病毒抗体,相关检查
腮腺肿大,血常规,相关检查
“三偏”症,CT检查,相关检查
“三偏”症,尿常规,相关检查
“三偏”症,血常规,相关检查
上呼吸道和口腔存在大量定植菌,呼吸道合胞病毒抗体,相关检查
三凹征,呼吸肌功能测定,相关检查
三凹征,心电图,相关检查
三凹征,呼吸运动检查,相关检查
腮腺肿胀,腮腺炎病毒抗体,相关检查
腮腺肿胀,血常规,相关检查
腮腺肿胀,便常规,相关检查
三尖瓣狭窄,心血管疾病的超声诊断,相关检查
三尖瓣狭窄,心音图检查,相关检查
三尖瓣狭窄,二维超声心动图,相关检查
三角肌疼痛,尿常规,相关检查
三角肌疼痛,血常规,相关检查
三角肌疼痛,常规体检,相关检查
三峰热型,血液及骨髓细菌培养,相关检查
三叉神经一二支分布区域疼痛,三叉神经检查,相关检查
三叉神经一二支分布区域疼痛,神经系统检查,相关检查
三尖瓣脱垂,心肌灌注显像,相关检查
三尖瓣脱垂,二维超声心动图,相关检查
三尖瓣下移,心脏血管超声检查,相关检查
三尖瓣下移,心电图,相关检查
三角韧带损伤,抽屉试验,相关检查
三联征,脑电图检查,相关检查
三联征,脑电图棘波,相关检查
嗓音粗,耳鼻咽喉CT检查,相关检查
嗓音粗,血常规,相关检查
嗓音粗,尿常规,相关检查
嗓音粗,便常规,相关检查
散脉,脉搏,相关检查
散脉,脉波,相关检查
散脉,脉律,相关检查
三角头畸形,胎儿畸形筛查,相关检查
三角头畸形,颅骨透照试验,相关检查
三角头畸形,胎儿发育检查,相关检查
瘙痒,促肾上腺皮质激素,相关检查
瘙痒,促肾上腺皮质激素（ACTH）,相关检查
丧偶后适应性障碍,脑干反射检查,相关检查
丧偶后适应性障碍,脑电图尖波,相关检查
色汗,便常规,相关检查
色汗,尿常规,相关检查
色汗,汗液电解质检查,相关检查
色汗,血常规,相关检查
色觉异常,Nagel色觉镜检查法,相关检查
色觉异常,FM-100色彩试验,相关检查
色觉异常,色觉,相关检查
色素斑,皮肤颜色,相关检查
色素斑,皮肤试验,相关检查
色素斑,皮肤斑贴实验,相关检查
色素脱失,皮肤颜色,相关检查
色觉丧失,同色表检查法,相关检查
色觉丧失,FM-100色彩试验,相关检查
色素性胆结石,T管造影,相关检查
色素性胆结石,直接胆红素/间接胆红素比值,相关检查
色素性胆结石,口服法胆道造影,相关检查
色素性胆结石,间接胆红素,相关检查
色素沉着与色素减退,皮肤颜色,相关检查
色素沉着与色素减退,色素内镜检查,相关检查
色素异常,色素内镜检查,相关检查
色情行为,神经系统检查,相关检查
色情行为,脑电图尖波,相关检查
色情行为,脑电图检查,相关检查
筛窦泪囊瘘,挤压泪囊试验,相关检查
闪回,颅脑CT检查,相关检查
涩脉,脉搏,相关检查
涩脉,脉搏波速度,相关检查
傻笑,脑电图棘波,相关检查
傻笑,脑电图尖波,相关检查
傻笑,神经系统核医学检查,相关检查
疝区的疼痛或坠胀感,透光试验,相关检查
闪电样痛,脑电图检查,相关检查
闪电样痛,三叉神经检查,相关检查
色素性皮损,皮肤病的物理检查,相关检查
色素性皮损,皮肤颜色,相关检查
色素性皮损,皮肤试验,相关检查
上半身消瘦，下半身肥胖,肌电图,相关检查
上半身消瘦，下半身肥胖,甲状腺素结合球蛋白,相关检查
伤口愈合发痒,血常规,相关检查
伤寒面容,白细胞计数（WBC）,相关检查
伤寒面容,血常规,相关检查
伤口感染,血常规,相关检查
伤口感染,体温测量,相关检查
伤口形成一个搏动性肿块,血常规,相关检查
伤口形成一个搏动性肿块,常规体检,相关检查
上半身代偿性多汗症,基础代谢,相关检查
上臂短于前臂，小腿短于大腿,血清硒(Se),相关检查
上半身肥胖型,身体质量指数,相关检查
上半身肥胖型,肌电图,相关检查
上唇肥厚,三碘甲状腺原氨酸抑制试验,相关检查
上唇附近，鼻旁沟和眼睑的丘疹或结节,皮肤试验,相关检查
上唇附近，鼻旁沟和眼睑的丘疹或结节,皮肤病的物理检查,相关检查
上唇变薄,"血清球蛋白(G,GL0)",相关检查
上唇疖肿,周围血白细胞计数及分类检验,相关检查
上唇疖肿,白细胞计数（WBC）,相关检查
上半身热刺激性多汗,甲状腺素(T4),相关检查
上半身热刺激性多汗,甲状腺吸碘试验,相关检查
上肺纤维化明显,肺显像,相关检查
上肺纤维化明显,肺部检查,相关检查
上腹不适,腹部叩诊音,相关检查
上腹不适,腹部叩诊,相关检查
上腹不适,腹部平片,相关检查
上腹不适,腹部听诊,相关检查
上腹壁的中央线缺损,胸部CT检查,相关检查
上腹弥漫性压痛,纤维胃镜检查,相关检查
上腹弥漫性压痛,肝压痛,相关检查
上腹部包块,腹部包块,相关检查
上腹部包块,腹部平片,相关检查
上腹部包块,腹部CT,相关检查
上腹部肿块及腹胀,尿胆汁酸,相关检查
上腹部肿块及腹胀,肝、胆、脾CT检查,相关检查
上腹部肿块及腹胀,胰腺的CT检查,相关检查
上腹部肿块及腹胀,动脉注射颜料对比试验,相关检查
上腹部肿块及腹胀,纤维肠镜,相关检查
上腹部疼痛,腹部外形触诊,相关检查
上腹部疼痛,腹部平片,相关检查
上腹及腰背部有“束带感”,神经系统检查,相关检查
上腹及腰背部有“束带感”,腹部CT,相关检查
上腹及腰背部有“束带感”,腹部外形触诊,相关检查
上呼吸道卡他症状,呼吸道合胞病毒抗体,相关检查
上呼吸道卡他症状,血清免疫球蛋白A（IgA）,相关检查
上颈髓区病变,桡骨膜反射,相关检查
上颈髓区病变,霍夫曼征,相关检查
上颈髓区病变,病理反射检查,相关检查
上尿路结构和功能损害,尿常规,相关检查
上呼吸道粘膜刺激症状,呼吸道合胞病毒抗体,相关检查
上睑下垂,真菌感染的实验室检查,相关检查
上睑黄白色小点,沙眼衣原体,相关检查
上睑黄白色小点,沙眼衣原体抗体,相关检查
上腹囊性肿块,腹部血管超声检查,相关检查
上腔静脉回流受阻,脉波,相关检查
上腔静脉回流受阻,直腿伸踝试验,相关检查
上消化道出血,皮肤点刺试验,相关检查
上列牙痛,牙髓温度试验（冷热诊）,相关检查
上列牙痛,牙髓电活力测定,相关检查
上台阶困难,肌电图,相关检查
上行性皮肤麻木,核磁共振成像(MRI),相关检查
上行性皮肤麻木,CT检查,相关检查
上眼睑增厚松弛,新斯的明试验,相关检查
上眼睑增厚松弛,X线头影测量,相关检查
上肢麻木,上肢动脉功能试验,相关检查
上肢及肩向下牵引或手拿重物时疼痛,肌电图,相关检查
上肢外展上举困难,肌电图,相关检查
上肢呈迟缓性麻痹,肌电图,相关检查
上肢半屈状,骨与关节MRI检查,相关检查
上肢水肿,肝胆显像,相关检查
上肢水肿,三碘甲状腺原氨酸（T3）,相关检查
上肢无力,血常规,相关检查
上肢无力,亚健康人群体检,相关检查
上肢无力,闭孔内肌征,相关检查
上肢突然出现肿胀酸痛,血栓弹力图,相关检查
上肢突然出现肿胀酸痛,屈肌紧张试验,相关检查
烧伤创面暗灰或黑色的坏死斑,红斑量测定,相关检查
烧伤创面暗灰或黑色的坏死斑,头面部触诊,相关检查
上肢周围性瘫痪,随意运动检查,相关检查
上肢周围性瘫痪,轻瘫试验,相关检查
烧伤创面焦痂提前潮解、脱落或出现虫咬样变化,白细胞计数（WBC）,相关检查
烧伤创面浅咖啡色稀薄分泌物,白细胞计数（WBC）,相关检查
烧伤创面苍白或焦黄炭化,头面部触诊,相关检查
烧伤创面粪臭味分泌物,白细胞计数（WBC）,相关检查
烧伤创面淡黄色粘稠分泌物,白细胞计数（WBC）,相关检查
烧伤创面淡黄色粘稠分泌物,头面部触诊,相关检查
烧伤创面甜腥气味的粘稠分泌物,白细胞计数（WBC）,相关检查
烧伤后口渴,血浆渗透压（POP）,相关检查
烧伤后尿量减少,尿素氮,相关检查
少尿,尿常规,相关检查
舌两侧边缘毛状白斑,血常规,相关检查
舌两侧边缘毛状白斑,产前的口腔检查,相关检查
舌口及咽部烧灼感,血常规,相关检查
舌口及咽部烧灼感,口腔内窥镜,相关检查
舌口及咽部烧灼感,口腔X光片检查,相关检查
烧伤后恶心与呕吐,回归热螺旋体（BR）,相关检查
烧伤后恶心与呕吐,脑脊液脑膜炎球菌抗原,相关检查
舌苔发黑,尿常规,相关检查
舌苔发黑,便常规,相关检查
舌苔发黑,血常规,相关检查
舌乳头消失,血红蛋白,相关检查
舌乳头消失,血常规,相关检查
舌苔薄白,血常规,相关检查
舌轻度外吐,心电图,相关检查
舌轻度外吐,尿常规,相关检查
舌轻度外吐,血常规,相关检查
舌乳头增生,耳鼻咽喉CT检查,相关检查
舌苔厚腻,脉搏,相关检查
舌苔厚腻,产前的口腔检查,相关检查
舌苔黄,尿常规,相关检查
舌苔黄,脉律,相关检查
舌苔黄,脉搏,相关检查
舌苔黄,血常规,相关检查
舌体肥大,尿常规,相关检查
舌体肥大,血常规,相关检查
舌头震颤,颅脑CT检查,相关检查
舌头震颤,脑脊液病原体检查,相关检查
舌痛,舌咽神经检查,相关检查
舌头上有长时间不愈溃疡,p53基因检测,相关检查
舌体深裂,纤维胃镜检查,相关检查
舌体大且表面有沟纹,尿常规,相关检查
舌体大且表面有沟纹,血常规,相关检查
舌体大且表面有沟纹,便常规,相关检查
舌无力且不能随意伸缩回旋,血常规,相关检查
舌无力且不能随意伸缩回旋,舌咽神经检查,相关检查
舌无力且不能随意伸缩回旋,舌下神经检查,相关检查
舌下垂,白细胞计数（WBC）,相关检查
舌下垂,血常规,相关检查
舌下垂,尿常规,相关检查
舌位于口腔底不能外伸,舌下神经检查,相关检查
舌位于口腔底不能外伸,舌咽神经检查,相关检查
舌型骨折,CT造影扫描,相关检查
舌咽神经损伤,舌咽神经检查,相关检查
舌咽神经损伤,舌下神经检查,相关检查
舌运动受限,鳞状上皮细胞癌抗原,相关检查
舌运动受限,血清癌胚抗原,相关检查
舌运动受限,癌抗原125（CA125）,相关检查
舌炎,血常规,相关检查
舌炎,口腔内窥镜,相关检查
舌咬伤,血常规,相关检查
舌咬伤,便常规,相关检查
舌咬伤,尿常规,相关检查
舌咬伤,脑电图检查,相关检查
社交恐惧,尿常规,相关检查
社交恐惧,血常规,相关检查
社交恐惧,便常规,相关检查
舌咽神经痛或其他内脏病引起的晕厥,舌咽神经检查,相关检查
舌震颤,颅脑CT检查,相关检查
舌质红绛,肝脏触诊,相关检查
舌质红绛,肝显像,相关检查
伸臂握手疼痛,骨关节及软组织CT检查,相关检查
伸臂握手疼痛,肱二头肌反射,相关检查
社交敏感性障碍,脑电图检查,相关检查
射精疼,男性性功能测试全面测试,相关检查
射精疼,前列腺B超检查,相关检查
伸舌样痴呆,染色体核型分析,相关检查
伸舌样痴呆,染色体,相关检查
伸指无力,前臂屈肌紧张试验,相关检查
伸指无力,指深屈肌肌力试验,相关检查
伸舌偏斜,舌下神经检查,相关检查
伸膝障碍,CT检查,相关检查
身体“福态”,男性性功能测试全面测试,相关检查
身体的低垂部位水肿,心电图,相关检查
呻吟,痛觉,相关检查
身体变形障碍,常规体检,相关检查
身体变形障碍,血常规,相关检查
身体变形障碍,尿常规,相关检查
身痛,尿肌红蛋白（UMb）,相关检查
身痛,体温测量,相关检查
身痛,常规体检,相关检查
深部性头痛,脑脊液神经降压肽,相关检查
深部性头痛,尿铍,相关检查
身体摇晃征,神经元特异性烯醇化酶,相关检查
身体摇晃征,神经系统检查,相关检查
身体下部短于上部,体温测量,相关检查
深感觉障碍,复合感觉检查,相关检查
深感觉障碍,深感觉检查,相关检查
深侧鼻塞,前鼻镜检查,相关检查
神经根刺激,神经系统细胞学检查,相关检查
神经干断裂,自主神经功能检查,相关检查
神经干断裂,肌电图,相关检查
深黄色或带绿色的水样便,便常规,相关检查
深黄色或带绿色的水样便,粪便性状,相关检查
神经肌肉症状,深感觉检查,相关检查
神经肌肉症状,浅感觉检查,相关检查
深痱,皮肤试验,相关检查
深痱,皮肤病的物理检查,相关检查
深昏迷,颅脑MRI检查,相关检查
神经官能症状,神经系统细胞学检查,相关检查
神经根损伤,F-波,相关检查
神经根损伤,臂丛牵拉试验,相关检查
神经根激惹症状,CT检查,相关检查
神经根激惹症状,X线碘油造影,相关检查
深睡眠症,脑电图检查,相关检查
深睡眠症,脑电图尖波,相关检查
神经束损伤断裂,肌电图,相关检查
神经衰弱综合征,脑神经检查,相关检查
神经衰弱综合征,神经系统细胞学检查,相关检查
神经疼痛,神经系统检查,相关检查
神经束内神经纤维损伤,神经系统细胞学检查,相关检查
神经束内神经纤维损伤,脑神经检查,相关检查
神经失用,脑电图尖波,相关检查
神经失用,神经系统检查,相关检查
神经纤维过度生长,神经系统细胞学检查,相关检查
神经纤维过度生长,神经系统检查,相关检查
神经纤维过度生长,脑干反射检查,相关检查
神经纤维过度生长,浅反射检查,相关检查
神经纤维过度生长,深反射检查,相关检查
神经性耳鸣,红细胞电泳时间测定,相关检查
神经性耳鸣,耳鼻咽喉CT检查,相关检查
神经性耳鸣,脑脊液钠,相关检查
神经痛,三叉神经检查,相关检查
神经痛,神经系统检查,相关检查
神经性呕吐,脑脊液比重,相关检查
神经性呕吐,甲型肝炎病毒抗原（HAVAg）,相关检查
神经性耳聋,耳镜检查法,相关检查
神经性耳聋,耳鼻咽喉CT检查,相关检查
神经性耳聋,耳部检查,相关检查
神经性胃痛,基础胃液分泌量,相关检查
神经性胃痛,胃液气味,相关检查
神经性尿频,尿常规,相关检查
神经性尿频,神经系统检查,相关检查
神经性尿频,泌尿感染类尿常规,相关检查
神经性厌食,内分泌功能试验,相关检查
神经症性反应,神经系统核医学检查,相关检查
饥饿时上腹痛,幽门螺杆菌检测,相关检查
饥饿时上腹痛,胰岛素刺激胃分泌试验,相关检查
机械地重复周围人的言语或行为,脑电图检查,相关检查
神经质性格,神经系统检查,相关检查
机械性压迫,脑神经检查,相关检查
肌腱端炎,血清免疫球蛋白A（IgA）,相关检查
肌腱端炎,血清免疫球蛋白G（IgG）,相关检查
肌腱端炎,血清免疫球蛋白M（IgM）,相关检查
肌腱断裂,CT检查,相关检查
神志不清,尿比重,相关检查
神志不清,红细胞计数(RBC),相关检查
神经症性抑郁,脑脊液镁,相关检查
神经症性抑郁,脑代谢显像,相关检查
神经元移行异常,中枢神经递质和受体显像,相关检查
神经元移行异常,颅脑CT检查,相关检查
肌腱囊肿,芬科斯试验,相关检查
神志恍惚,神经系统检查,相关检查
神志模糊,心电图,相关检查
肾包膜过度膨胀,浆膜腔积液细胞学检查,相关检查
肾包膜过度膨胀,神经元特异性烯醇化酶（NSE）,相关检查
肌腱拉伤,粪便肌肉纤维,相关检查
神志淡漠,动脉血气分析,相关检查
肌腱扭伤,核磁共振成像(MRI),相关检查
肌腱粘连,核磁共振成像(MRI),相关检查
肌腱粘连,钼靶X线检查,相关检查
肌肉出血,肌电图,相关检查
肾病综合征,选择性蛋白尿指数,相关检查
肾病综合征,载脂蛋白A-Ⅰ(ApoA-Ⅰ),相关检查
肾病综合征,选择蛋白指数（SPI）,相关检查
肌肉的失用性萎缩,肌电图,相关检查
肾病性浮肿面容,尿酸度,相关检查
肾病性浮肿面容,尿去氢异雄酮,相关检查
肾病性浮肿面容,脑脊液免疫球蛋白,相关检查
肌肉发育不良,肌电图,相关检查
肌肉发育不良,四肢CT检查,相关检查
肌肉发育不良,"血肌酐(Cr,Crea)",相关检查
肌肉肥大,肌电图,相关检查
肌肉坏死,肌电图,相关检查
肌肉坏死,四肢CT检查,相关检查
肾动脉狭窄,放射性核素肾扫描,相关检查
肾部积水现象,尿常规,相关检查
肾部积水现象,尿素氮,相关检查
肾部积水现象,尿中包涵体检查,相关检查
肾动脉硬化,肾上腺皮质显像,相关检查
肾动脉硬化,肾血管造影,相关检查
肌肉挫伤,肌电图,相关检查
肾动脉阻塞,CT检查,相关检查
肾动脉阻塞,肾动态显像,相关检查
肾钙化,积液溶菌酶,相关检查
肾钙化,环磷酸鸟苷,相关检查
肌肉假肥大,肌电图,相关检查
肌肉痉挛性疼痛,肌电图,相关检查
肌肉痉挛性疼痛,脑电图棘波,相关检查
肌肉拉伤,肌电图,相关检查
肌肉拉伤,钼靶X线检查,相关检查
肌肉紧张性疼痛,肌电图,相关检查
肌肉紧张性疼痛,心电图,相关检查
肾间质水肿,肾功能检查,相关检查
肾间质水肿,肾盂内压测定,相关检查
肾间质水肿,肾动态显像,相关检查
肾间质水肿,肾血管造影,相关检查
肌肉挛缩,肌电图,相关检查
肾间质纤维化,肾脏切片,相关检查
肾间质纤维化,肾功能检查,相关检查
肾间质纤维化,肾图检查,相关检查
肌肉撕裂,肌电图,相关检查
肌肉撕裂,钼靶X线检查,相关检查
肌肉酸痛,肌电图,相关检查
肌肉酸痛,马尿酸钠水解试验,相关检查
肌肉酸痛,尿维生素C,相关检查
肌肉酸痛,芽生菌补体结合试验,相关检查
肌肉酸痛,寒冷凝集试验,相关检查
肌肉跳动,肌电图,相关检查
肌肉跳动,屈肌紧张试验,相关检查
肌肉完全断裂,肌电图,相关检查
肾内动脉变细或阻塞,逆行肾盂造影,相关检查
肾间质受损,肾血管造影,相关检查
肾浓缩功能障碍,肾小球滤过分数(GFF),相关检查
肾浓缩功能障碍,肾脏MRI检查,相关检查
肾浓缩功能障碍,肾血流量（RPF）,相关检查
肾结石,CT检查,相关检查
肾结石,静脉尿路造影,相关检查
肾结石,静脉注射肾盂摄影检查,相关检查
肾功能衰竭,血常规,相关检查
肾功能衰竭,尿常规,相关检查
肾功能衰竭,红细胞乙酰胆碱脂酶,相关检查
肾功能衰竭,肾血流图,相关检查
肾脓肿,CT检查,相关检查
肾脓肿,尿常规,相关检查
肾脓肿,血常规,相关检查
肾脓肿,肾脏超声检查,相关检查
肾皮质坏死,肾血管造影,相关检查
肾皮质坏死,尿中包涵体检查,相关检查
肾后性肾衰,腹膜后充气造影,相关检查
肌肉萎缩,血清结合珠蛋白,相关检查
肌肉萎缩,尿肌红蛋白（UMb）,相关检查
肌肉压痛,压痛及反跳痛,相关检查
肌肉压痛,肌电图,相关检查
肌肉压痛,新斯的明试验,相关检查
肌肉纤维震颤,肌电图,相关检查
肌肉纤维震颤,神经系统检查,相关检查
肌肉纤维震颤,肝脏震颤试验,相关检查
肌肉硬结,肌电图,相关检查
肌肉硬结,运动功能检查,相关检查
肌肉砸伤,肌电图,相关检查
肌肉撞伤,肌电图,相关检查
肌肉撞伤,握力体重指数,相关检查
肌肉撞伤,核磁共振成像(MRI),相关检查
肌束震颤,肌电图,相关检查
肌束震颤,肌张力检查,相关检查
肌体张力异常,肌电图,相关检查
肌体张力异常,肌张力检查,相关检查
肾前性肾功能不全,红细胞生成素,相关检查
肾前性肾功能不全,肾血流图,相关检查
肾区钝痛,尿中包涵体检查,相关检查
肾区钝痛,肿瘤声学造影,相关检查
肾气虚,环磷酸鸟苷,相关检查
肾气虚,积液溶菌酶,相关检查
肌痛,抗核苷酶试验,相关检查
肌痛,类风湿因子,相关检查
肌痛,体温测量,相关检查
肾区压痛,肾图检查,相关检查
肾区叩击痛,肾图检查,相关检查
肾区叩击痛,尿常规,相关检查
肌纤维大小不等,肌电图,相关检查
肌纤维大小不等,脊柱活动度,相关检查
肾缺血,尿常规,相关检查
肾缺血,肾血管造影,相关检查
肾缺血,补液试验,相关检查
肌性肌无力,抗骨骼肌抗体（ASA）,相关检查
肾上腺危象,肾上腺CT检查,相关检查
肾乳头及肾盂出血,尿常规,相关检查
